t,row,roll,pitch,yaw,i_arduino,i_servos
23297,253,33.11,5.55,-4.69,-0.01,1.54
23352,254,38.27,5.34,-4.44,0.09,0.81
23407,256,42.97,4.94,-4.41,-0.11,5.45
23462,257,48.04,5.10,-4.33,-0.01,2.27
23517,259,53.76,5.30,-4.30,-0.01,1.79
23572,260,59.11,4.92,-4.47,0.04,4.96
23627,262,65.91,5.19,-4.63,0.04,5.08
23682,263,71.64,5.34,-5.90,0.14,4.11
23737,265,77.26,5.98,-6.87,-0.01,5.08
23792,266,67.67,6.38,-7.48,0.09,4.11
23847,268,57.85,6.59,-8.89,0.04,5.21
23909,270,63.23,6.18,-9.11,-0.11,5.82
23964,271,53.84,5.32,-8.77,0.04,4.23
24019,273,44.65,5.02,-8.75,-0.15,4.96
24075,274,35.14,4.87,-8.27,0.04,3.25
24130,276,39.95,4.73,-8.21,-0.01,4.72
24185,277,45.31,5.14,-8.07,-0.11,2.88
24240,279,50.04,4.58,-7.04,-0.06,3.98
24295,280,54.40,5.02,-6.34,-0.15,1.42
24350,282,58.91,5.58,-6.40,0.04,6.55
24406,283,63.45,6.00,-6.49,-0.11,1.30
24461,285,67.83,6.31,-6.03,0.09,1.91
24516,286,58.01,6.29,-5.42,-0.06,1.42
24571,288,62.24,5.94,-5.38,-0.01,1.17
24626,289,66.49,5.78,-5.02,-0.01,2.03
24681,291,71.27,6.08,-4.85,0.04,4.23
24736,292,75.51,6.21,-5.20,-0.11,3.01
24792,294,80.30,6.99,-5.81,-0.06,3.98
24847,295,84.59,6.08,-6.98,0.09,4.96
24902,297,88.13,5.87,-7.76,-0.01,3.98
24957,298,92.73,6.62,-8.02,-0.15,3.74
25013,300,82.22,6.71,-8.30,0.14,4.72
25068,301,72.56,5.83,-9.25,0.14,4.47
25123,303,77.32,5.22,-9.66,0.04,4.47
25178,304,67.64,5.11,-9.40,0.04,2.52
25233,306,57.85,5.44,-9.54,-0.01,2.15
25288,307,47.40,4.92,-9.56,0.09,3.86
25344,309,38.09,5.07,-9.21,0.04,5.45
25399,310,29.40,4.82,-8.26,0.09,3.13
25454,312,20.78,5.15,-7.48,-0.01,2.88
25509,313,12.42,5.56,-6.74,-0.01,1.66
25564,315,17.50,6.29,-6.47,-0.06,2.88
25619,316,23.23,6.92,-6.34,-0.11,2.88
25674,318,29.34,7.35,-5.95,-0.11,1.54
25736,320,35.24,7.89,-5.70,-0.01,2.03
25791,321,41.24,7.46,-5.47,0.09,2.76
25846,323,46.24,6.83,-5.52,-0.01,2.15
25901,324,50.86,6.72,-5.40,0.04,2.52
25956,326,41.91,6.30,-5.10,0.04,3.62
26011,327,47.10,6.26,-5.31,0.14,1.79
26066,329,52.20,6.22,-5.64,-0.01,7.28
26122,330,57.57,6.64,-5.97,-0.11,5.45
26177,332,62.26,6.59,-6.85,-0.01,4.23
26232,333,66.74,6.81,-7.62,0.14,4.84
26287,335,56.81,6.72,-8.12,0.04,6.79
26342,336,61.64,6.25,-8.47,-0.01,5.45
26397,338,66.62,5.47,-8.97,0.04,5.82
26452,339,58.04,5.13,-9.87,-0.11,5.08
26508,341,63.87,4.92,-11.04,-0.06,4.23
26563,342,69.39,4.40,-11.45,-0.15,2.15
26618,344,74.22,4.38,-11.03,0.09,1.05
26673,345,64.68,4.21,-11.09,-0.06,1.05
26728,347,54.48,4.20,-11.72,-0.01,3.25
26783,348,59.41,4.06,-12.45,-0.01,2.15
26839,350,63.52,4.15,-11.55,-0.06,5.70
26900,352,53.79,4.23,-10.23,-0.15,2.15
26955,353,44.02,4.32,-10.19,0.04,3.62
27010,355,48.55,4.84,-10.24,0.04,3.13
27065,356,52.80,4.98,-9.86,-0.15,3.25
27120,358,57.10,5.00,-9.73,0.14,2.27
27175,359,61.98,4.54,-10.19,0.04,3.98
27231,361,66.36,4.99,-10.07,0.09,4.72
27286,362,56.40,5.07,-9.66,0.14,0.93
27341,364,61.32,4.91,-9.55,-0.11,2.52
27396,365,66.08,5.05,-9.03,-0.11,1.17
27451,367,70.13,5.64,-9.22,-0.11,1.91
27506,368,73.96,5.17,-9.17,-0.06,2.03
27561,370,77.47,5.06,-8.99,0.04,3.01
27617,371,81.20,5.60,-9.57,-0.11,3.74
27672,373,84.86,6.56,-10.21,0.09,6.79
27727,374,88.45,6.53,-10.74,0.14,4.35
27782,376,91.96,6.45,-11.73,0.14,8.87
27837,377,95.20,6.74,-12.34,-0.15,3.98
27892,379,98.51,6.35,-12.75,-0.11,4.47
27948,380,101.43,5.93,-12.80,-0.06,4.96
28003,382,104.96,5.57,-12.88,-0.11,4.60
28058,383,108.71,4.84,-12.99,0.09,4.72
28113,385,112.11,4.90,-13.38,-0.06,3.13
28168,386,114.92,4.52,-13.33,0.09,3.98
28223,388,118.39,4.14,-12.65,-0.01,3.74
28278,389,107.92,3.36,-12.19,-0.20,4.96
28333,391,96.56,3.11,-13.03,-0.11,2.88
28388,392,86.06,1.98,-13.89,-0.06,3.98
28443,394,89.55,1.78,-13.97,-0.01,4.47
28498,395,78.51,1.64,-13.65,-0.06,2.76
28554,397,67.52,1.74,-13.96,-0.11,5.21
28609,398,71.54,2.07,-14.33,-0.20,3.50
28664,400,75.22,2.93,-13.78,-0.11,1.54
28719,401,79.95,2.47,-13.25,0.09,8.14
28774,403,69.27,1.32,-11.10,0.04,5.82
28829,404,60.25,2.80,-9.14,-0.11,3.01
28884,406,49.31,3.61,-8.31,0.04,2.88
28940,407,53.07,3.60,-8.19,0.09,1.66
28995,409,57.00,4.05,-7.94,-0.15,2.15
29050,410,60.97,3.71,-7.26,-0.11,4.11
29105,412,66.50,2.96,-6.82,-0.01,1.66
29160,413,71.17,2.14,-6.66,-0.06,2.64
29215,415,75.00,2.44,-6.66,-0.15,5.08
29271,416,78.90,2.56,-6.48,-0.06,3.62
29326,418,68.75,2.55,-6.47,-0.11,5.57
29381,419,72.43,2.57,-6.72,-0.11,3.25
29436,421,76.32,2.82,-7.03,0.04,2.15
29492,422,79.69,2.37,-7.24,-0.01,2.52
29547,424,83.31,1.56,-7.34,-0.06,1.91
29602,425,86.74,1.44,-7.52,0.19,3.01
29657,427,89.93,1.06,-8.02,-0.15,3.50
29712,428,93.14,0.77,-7.38,-0.06,3.98
29767,430,96.03,0.74,-6.83,-0.01,7.16
29822,431,99.47,1.39,-6.61,-0.01,4.72
29878,433,102.47,1.40,-6.97,0.04,4.23
29933,434,105.58,1.94,-7.48,0.14,5.21
29988,436,108.14,1.67,-8.41,-0.01,5.45
30043,437,110.44,1.43,-8.80,-0.15,4.96
30098,439,113.73,1.64,-8.22,-0.11,6.06
30153,440,116.53,1.13,-8.39,-0.06,5.21
30209,442,119.27,1.85,-8.83,-0.01,5.21
30264,443,122.09,1.93,-9.59,-0.15,5.94
30319,445,124.55,2.05,-10.01,-0.06,6.31
30374,446,126.77,2.61,-10.26,0.09,6.18
30429,448,129.55,1.96,-10.57,-0.11,6.06
30484,449,132.45,1.66,-10.71,0.09,4.35
30539,451,135.31,1.36,-10.79,-0.06,7.28
30594,452,138.58,0.71,-10.13,0.04,1.42
30649,454,126.94,0.51,-10.06,0.04,1.66
30704,455,114.93,0.25,-10.77,0.14,3.25
30759,457,103.04,0.66,-12.45,-0.15,3.37
30821,459,105.17,1.46,-12.76,-0.11,2.88
30876,460,107.31,1.85,-11.76,-0.11,4.96
30931,462,95.37,2.64,-10.38,0.04,4.35
30987,463,83.68,3.60,-9.47,0.04,2.15
31042,465,85.79,4.22,-8.54,0.04,5.57
31097,466,87.79,4.69,-8.21,-0.11,3.25
31152,468,89.16,4.63,-8.95,-0.06,2.15
31207,469,92.28,3.89,-9.23,-0.06,3.25
31262,471,96.10,2.58,-9.52,-0.06,3.13
31318,472,98.93,1.37,-9.24,-0.06,3.62
31373,474,103.06,0.72,-8.92,0.19,4.35
31428,475,107.36,-0.29,-9.24,-0.01,2.88
31483,477,110.24,0.04,-9.81,-0.01,5.70
31538,478,113.52,0.58,-10.21,-0.06,4.96
31593,480,117.19,0.15,-10.90,0.09,3.86
31648,481,105.99,0.23,-11.58,0.04,6.55
31704,483,109.23,0.83,-12.46,-0.06,7.16
31765,485,112.94,1.76,-13.38,0.04,4.60
31820,486,116.65,2.17,-14.49,-0.11,7.04
31875,488,105.69,2.58,-15.59,0.04,6.06
31930,489,95.13,2.66,-16.14,-0.01,4.60
31985,491,84.52,2.88,-16.53,0.09,6.43
32040,492,74.22,2.73,-16.44,-0.11,3.37
32096,494,64.07,2.38,-15.97,0.09,2.64
32151,495,54.12,2.31,-16.07,0.04,4.11
32206,497,58.70,2.40,-15.42,-0.01,5.08
32261,498,48.43,2.88,-14.38,-0.11,5.57
32316,500,52.79,2.99,-13.38,-0.11,6.31
32371,501,56.90,3.27,-12.53,0.04,4.23
32427,503,60.72,3.09,-11.80,-0.06,4.72
32482,504,64.34,2.71,-11.42,-0.25,5.08
32537,506,54.09,3.16,-11.58,0.04,2.88
32592,507,57.88,2.67,-11.90,0.04,2.03
32647,509,62.01,2.37,-12.01,-0.01,3.50
32702,510,66.41,1.83,-11.66,0.04,1.66
32757,512,70.29,1.36,-11.67,0.14,5.70
32819,514,74.46,0.39,-12.07,-0.06,2.15
32874,515,78.76,0.54,-12.10,0.04,4.35
32929,517,82.77,-0.02,-12.02,-0.11,7.04
32984,518,87.16,0.46,-12.37,0.04,5.21
33039,520,92.00,1.04,-13.35,0.04,2.64
33094,521,96.53,1.56,-14.32,-0.11,4.72
33149,523,86.70,3.01,-15.34,-0.06,5.57
33205,524,77.36,3.33,-16.50,-0.06,2.64
33260,526,66.96,3.56,-17.26,-0.06,3.37
33315,527,58.29,3.18,-16.32,-0.11,3.25
33370,529,49.03,2.83,-15.99,-0.01,3.62
33425,530,39.04,2.24,-15.91,-0.01,4.84
33480,532,43.47,1.84,-15.33,-0.11,4.23
33536,533,33.16,2.10,-14.45,0.14,3.98
33591,535,23.54,2.06,-13.86,-0.11,4.84
33646,536,29.05,1.51,-13.40,-0.15,1.79
33701,538,33.80,1.83,-12.87,0.04,4.47
33756,539,38.51,1.57,-12.83,0.04,1.79
33811,541,43.20,1.48,-13.02,-0.01,2.27
33866,542,47.90,1.58,-13.08,-0.01,1.05
33922,544,52.29,1.27,-12.73,-0.11,1.91
33977,545,57.94,1.40,-12.35,-0.01,2.64
34032,547,63.44,0.43,-12.38,0.04,4.84
34087,548,68.73,0.60,-12.73,0.09,3.86
34143,550,59.58,1.03,-13.03,-0.11,4.23
34198,551,64.97,1.75,-13.40,0.04,3.37
34253,553,55.32,2.98,-13.89,-0.15,2.76
34308,554,45.97,2.91,-15.14,-0.01,2.64
34363,556,51.17,2.25,-15.69,-0.01,4.23
34418,557,42.50,2.50,-15.09,-0.06,3.25
34473,559,33.47,2.68,-14.55,0.04,3.74
34529,560,23.92,2.86,-14.21,-0.01,2.15
34584,562,28.62,3.35,-13.80,0.19,2.15
34639,563,33.23,4.03,-13.60,-0.11,3.74
34694,565,38.08,3.89,-12.89,0.19,2.27
34749,566,42.43,3.58,-12.18,0.04,2.27
34804,568,47.03,3.66,-12.50,0.04,1.30
34860,569,51.54,4.08,-12.81,-0.15,0.69
34915,571,56.63,3.59,-12.79,-0.06,6.55
34970,572,61.83,3.72,-12.84,-0.06,1.66
35025,574,67.10,4.73,-12.45,-0.06,2.27
35080,575,58.24,4.38,-12.58,-0.06,4.47
35135,577,64.09,4.15,-13.15,-0.15,4.35
35190,578,69.98,5.56,-13.44,-0.20,2.76
35245,580,74.79,5.89,-14.12,0.04,2.27
35300,581,64.97,6.26,-15.03,0.14,2.52
35355,583,55.43,6.87,-15.69,-0.06,1.91
35410,584,46.37,6.54,-15.86,-0.06,3.01
35466,586,37.82,6.02,-15.67,0.09,3.01
35521,587,28.15,5.79,-15.34,-0.01,4.47
35576,589,33.16,5.88,-14.75,0.04,2.76
35631,590,23.73,5.67,-14.06,-0.01,1.91
35686,592,28.95,5.39,-13.63,0.24,6.31
35741,593,34.38,5.67,-13.34,0.09,2.40
35796,595,39.33,5.26,-13.04,-0.06,1.05
35852,596,43.80,4.18,-13.20,-0.01,1.05
35907,598,48.35,4.45,-13.13,0.09,0.07
35962,599,53.02,4.42,-12.85,0.04,0.93
36017,601,57.94,3.91,-12.91,0.09,2.88
36072,602,62.62,4.01,-12.58,0.04,3.37
36127,604,67.17,3.97,-12.79,0.04,3.37
36183,605,71.45,3.77,-13.03,-0.01,5.33
36238,607,75.80,1.41,-13.37,-0.06,4.23
36293,608,80.64,2.61,-13.88,0.04,5.33
36348,610,85.28,3.94,-14.71,0.09,5.45
36404,611,90.43,4.54,-15.85,-0.06,3.74
36459,613,79.85,4.26,-17.16,-0.15,5.33
36514,614,84.70,3.07,-16.88,0.04,4.60
36569,616,74.77,2.78,-16.32,0.04,3.62
36624,617,64.35,2.36,-16.14,-0.06,3.86
36679,619,54.01,2.09,-15.73,-0.06,3.25
36734,620,43.94,2.34,-15.06,-0.01,3.01
36790,622,34.55,2.77,-14.38,-0.06,4.60
36845,623,25.20,2.88,-14.38,0.14,2.03
36900,625,30.24,2.60,-14.59,0.04,2.15
36955,626,35.44,2.89,-14.47,-0.11,1.66
37010,628,41.18,3.35,-14.36,0.09,0.56
37065,629,46.37,2.85,-14.10,-0.06,1.30
37121,631,52.01,2.81,-13.80,0.09,3.98
37176,632,43.28,2.79,-14.14,-0.11,3.86
37231,634,49.47,3.18,-14.62,0.04,5.45
37286,635,55.59,3.71,-15.23,0.04,4.11
37341,637,47.52,4.46,-15.76,-0.15,3.50
37396,638,53.19,4.46,-17.10,-0.06,4.60
37451,640,44.62,4.53,-17.51,-0.06,3.62
37506,641,36.93,4.47,-17.19,-0.01,2.88
37561,643,28.85,3.79,-17.34,-0.01,4.60
37616,644,19.98,3.50,-16.77,0.04,3.74
37671,646,12.14,3.39,-16.58,0.04,7.41
37727,647,17.73,3.51,-16.46,-0.01,2.52
37782,649,23.38,4.15,-16.17,-0.01,1.66
37837,650,28.18,4.57,-15.83,0.14,3.86
37892,652,33.32,4.89,-15.51,-0.06,2.88
37947,653,38.81,5.76,-15.01,-0.01,1.66
38002,655,30.00,5.99,-14.83,-0.01,2.03
38057,656,35.65,6.17,-14.98,-0.01,1.54
38113,658,41.51,5.92,-14.71,-0.01,1.42
38168,659,47.40,6.15,-14.75,-0.01,3.13
38223,661,52.98,5.84,-15.04,0.09,3.25
38278,662,58.79,6.39,-14.92,-0.11,3.98
38333,664,49.41,7.19,-15.39,-0.01,6.06
38388,665,55.06,8.21,-16.20,-0.01,3.01
38444,667,46.40,8.61,-17.00,0.14,4.23
38505,669,37.70,8.98,-18.50,-0.06,4.96
38560,670,43.03,8.02,-19.16,0.04,5.45
38616,672,35.37,7.30,-18.90,0.09,4.60
38671,673,26.93,6.23,-18.95,-0.06,6.31
38726,675,18.58,5.48,-18.68,0.09,4.35
38781,676,10.76,5.12,-18.75,-0.06,3.98
38837,678,16.97,4.74,-18.82,-0.20,2.52
38892,679,23.09,4.94,-17.86,-0.01,2.27
38947,681,29.50,5.97,-17.13,-0.01,2.64
39002,682,21.42,6.50,-17.07,-0.01,1.79
39057,684,26.75,7.21,-17.08,0.09,0.93
39112,685,32.17,7.53,-16.81,-0.06,1.91
39168,687,38.04,7.64,-15.96,-0.11,1.66
39229,689,28.48,6.89,-15.71,0.09,0.93
39284,690,34.01,6.67,-15.64,-0.11,2.76
39340,692,39.93,6.38,-15.32,-0.11,2.15
39395,693,45.55,6.26,-15.75,-0.01,5.33
39450,695,51.96,7.38,-16.46,-0.01,5.94
39505,696,57.48,7.24,-17.54,-0.01,4.96
39560,698,62.57,7.28,-18.57,-0.01,7.89
39615,699,67.51,7.54,-18.90,-0.01,4.47
39670,701,58.43,6.95,-18.94,0.14,3.37
39725,702,49.61,6.24,-19.82,-0.11,4.11
39780,704,54.88,5.75,-20.34,0.04,3.98
39835,705,45.99,5.48,-19.98,-0.06,2.88
39890,707,37.27,5.15,-20.22,-0.15,4.60
39952,709,43.32,5.45,-20.53,0.04,3.62
40007,710,33.21,5.62,-19.92,-0.01,3.74
40062,712,24.58,4.84,-18.85,0.04,6.06
40118,713,30.45,4.83,-17.93,-0.01,2.03
40173,715,35.55,5.10,-17.22,-0.11,2.03
40228,716,39.90,6.02,-16.86,-0.15,2.88
40283,718,44.87,6.50,-16.82,0.09,2.88
40338,719,49.60,7.33,-16.35,-0.01,2.03
40393,721,54.58,8.04,-15.87,-0.01,5.82
40449,722,45.14,7.46,-15.48,-0.01,2.15
40504,724,50.00,7.16,-15.67,-0.11,3.62
40559,725,54.56,6.91,-15.49,-0.01,1.42
40614,727,59.28,6.91,-14.97,-0.20,2.40
40669,728,64.03,6.80,-15.18,-0.25,2.64
40724,730,68.93,7.30,-15.52,0.04,4.84
40779,731,73.77,7.72,-15.83,0.14,5.45
40834,733,78.02,7.33,-16.87,-0.06,9.97
40889,734,82.05,7.82,-17.63,-0.06,4.96
40944,736,85.87,6.95,-18.13,-0.06,3.98
40999,737,75.63,6.68,-18.51,-0.06,5.33
41055,739,80.41,5.80,-18.86,0.09,4.72
41110,740,85.15,5.39,-19.40,0.04,5.57
41165,742,89.71,4.90,-20.15,0.04,4.72
41220,743,94.45,4.50,-20.27,-0.20,2.27
41275,745,83.81,4.74,-20.02,0.04,0.32
41330,746,73.71,4.72,-20.24,-0.15,1.05
41385,748,63.34,5.03,-21.02,-0.06,1.79
41441,749,67.46,5.01,-21.44,-0.06,3.01
41496,751,56.66,5.73,-20.53,-0.01,4.60
41551,752,47.57,5.89,-19.00,0.09,2.03
41606,754,38.47,5.45,-18.52,-0.06,3.50
41661,755,42.81,5.78,-18.90,-0.11,3.98
41716,757,47.70,5.66,-18.83,-0.06,3.50
41772,758,52.07,5.31,-18.70,0.04,5.08
41827,760,57.66,4.38,-18.77,0.04,3.13
41882,761,62.13,4.65,-18.79,0.09,4.23
41937,763,51.90,4.39,-18.70,-0.01,4.47
41992,764,56.53,4.84,-18.99,-0.01,1.05
42047,766,61.16,4.63,-18.59,0.09,7.77
42102,767,51.48,4.55,-18.34,0.04,2.40
42157,769,55.89,4.93,-18.68,-0.11,1.91
42212,770,60.70,4.44,-18.61,0.04,3.01
42267,772,65.27,4.46,-18.84,-0.11,4.35
42322,773,69.25,4.86,-19.37,-0.01,4.11
42378,775,73.58,5.43,-20.17,-0.01,6.06
42433,776,77.20,5.37,-20.88,0.14,4.23
42488,778,80.99,5.90,-21.37,-0.06,4.47
42543,779,70.70,5.34,-22.07,-0.01,5.45
42598,781,74.82,5.71,-22.78,0.14,5.08
42653,782,79.35,5.41,-23.22,-0.01,4.47
42708,784,84.16,5.11,-23.36,0.04,4.84
42770,786,88.13,4.57,-23.72,-0.01,3.62
42825,787,91.85,4.54,-23.78,-0.06,4.47
42881,789,95.56,4.38,-23.12,0.19,4.96
42936,790,86.85,3.54,-22.38,-0.06,3.98
42991,792,76.16,3.62,-22.99,0.04,1.91
