t,row,roll,pitch,yaw,i_arduino,i_servos
10882,164,32.90,4.72,-0.27,-0.03,1.08
10937,165,36.89,4.52,-0.12,0.02,1.20
10992,167,41.23,4.40,-0.73,0.06,1.08
11047,168,46.05,4.42,-0.56,-0.08,0.47
11103,170,51.51,4.31,-0.64,-0.08,4.38
11158,171,56.61,3.44,-0.48,0.11,1.20
11213,173,47.73,3.25,-0.07,-0.03,3.03
11268,174,53.45,2.86,-0.55,0.02,3.64
11323,176,59.68,3.06,-0.72,0.02,4.01
11378,177,52.00,3.70,-1.19,-0.18,1.69
11433,179,43.66,3.89,-1.90,-0.03,2.79
11495,181,34.86,4.17,-2.95,-0.03,1.32
11550,182,26.29,4.19,-3.39,0.02,1.93
11606,184,17.90,4.15,-3.27,0.02,4.13
11661,185,10.00,3.83,-3.05,0.02,2.06
11716,187,1.73,4.69,-2.71,0.02,2.42
11771,188,-6.28,5.16,-1.96,0.06,1.57
11826,190,-0.70,5.92,-1.44,-0.13,0.96
11881,191,4.76,6.48,-0.71,-0.03,1.93
11936,193,10.77,7.28,-0.35,0.02,3.03
11998,195,16.76,7.67,-0.50,-0.08,0.83
12053,196,22.58,7.62,-0.94,0.11,0.96
12108,198,28.83,7.20,-0.80,0.06,2.79
12163,199,35.03,6.73,-0.84,0.02,1.08
12218,201,41.06,6.44,-0.65,0.06,0.34
12273,202,47.64,6.11,-0.81,0.21,2.18
12328,204,53.05,6.04,-1.16,0.11,3.28
12390,206,58.78,5.74,-1.43,0.06,3.77
12445,207,64.96,5.78,-1.98,0.16,5.60
12500,209,71.00,6.30,-2.26,-0.08,2.79
12556,210,62.48,6.33,-3.17,0.06,2.42
12611,212,67.12,6.85,-4.26,-0.13,2.18
12666,213,72.29,5.86,-4.03,-0.08,1.93
12721,215,62.98,5.31,-3.65,0.06,2.06
12776,216,53.16,5.31,-3.52,-0.13,3.64
12831,218,43.25,5.45,-3.09,0.02,5.84
12887,219,32.97,5.67,-2.48,-0.08,1.93
12942,221,38.08,5.99,-1.77,-0.03,4.25
12997,222,42.70,6.00,-1.44,-0.18,1.81
13052,224,47.15,6.07,-1.55,-0.08,2.54
13108,225,51.29,6.01,-1.60,0.02,0.83
13163,227,56.31,6.14,-1.61,-0.03,0.34
13218,228,60.85,5.60,-1.44,-0.03,2.91
13273,230,66.29,5.04,-1.26,0.11,4.62
13328,231,71.97,4.95,-1.51,-0.03,2.18
13383,233,77.27,5.24,-2.16,0.02,6.82
13438,234,81.95,5.19,-2.58,-0.08,3.28
13494,236,73.10,5.39,-2.90,0.06,1.32
13549,237,63.23,5.23,-4.46,0.02,3.03
13604,239,68.30,5.13,-4.83,-0.03,2.42
13659,240,59.81,4.61,-4.35,0.06,1.93
13714,242,50.71,4.28,-4.37,-0.08,4.50
13769,243,41.26,3.94,-4.20,-0.13,2.79
13825,245,32.23,3.42,-4.11,-0.03,1.69
13880,246,37.31,3.47,-3.94,-0.08,3.64
13935,248,41.87,3.85,-3.37,-0.03,0.71
13990,249,45.89,4.66,-3.11,-0.13,1.69
14045,251,50.49,5.29,-2.90,0.06,3.28
14100,252,55.26,5.57,-2.47,-0.03,1.20
14155,254,60.27,5.69,-2.30,-0.08,9.63
14210,255,64.80,5.80,-2.45,-0.13,1.08
14265,257,69.12,5.54,-2.32,0.02,0.83
14320,258,73.73,5.75,-2.21,0.02,2.67
14375,260,77.92,5.72,-2.34,-0.08,4.38
14431,261,83.37,6.78,-2.33,0.16,3.40
14486,263,87.70,6.61,-3.40,0.21,5.48
14541,264,92.38,6.73,-4.35,-0.08,4.38
14596,266,96.60,7.53,-4.50,0.16,1.08
14651,267,86.45,7.27,-4.96,-0.13,4.38
14706,269,75.56,7.06,-5.64,0.11,4.99
14761,270,66.08,6.20,-5.69,0.06,2.79
14817,272,56.56,5.48,-6.02,0.02,0.96
14872,273,46.90,4.62,-5.91,-0.03,1.57
14927,275,37.78,4.55,-5.57,0.11,4.50
14982,276,28.11,4.70,-5.79,0.16,1.93
15037,278,32.81,4.83,-5.30,-0.18,1.32
15092,279,38.68,5.40,-4.47,-0.08,3.03
15148,281,29.65,6.24,-3.89,-0.03,2.67
15209,283,34.89,6.86,-3.53,-0.03,1.20
15264,284,40.12,7.06,-3.24,0.02,3.89
15320,286,45.38,7.14,-2.67,-0.13,1.69
15375,287,50.37,6.85,-2.57,-0.03,1.20
15430,289,55.61,6.26,-2.63,0.02,7.68
15485,290,60.87,6.79,-2.69,0.02,2.18
15541,292,65.64,6.59,-2.98,0.02,3.03
15596,293,71.02,6.91,-3.42,0.02,5.60
15651,295,75.65,6.90,-4.48,-0.03,5.72
15706,296,80.28,7.30,-5.49,-0.18,3.77
15761,298,84.14,7.29,-6.25,0.02,7.19
15816,299,89.13,6.46,-6.53,-0.18,4.38
15872,301,79.48,6.06,-6.64,0.02,2.06
15927,302,69.22,5.77,-6.87,0.26,1.08
15982,304,59.46,5.27,-7.03,0.11,2.06
16037,305,49.93,5.74,-7.73,-0.08,1.32
16092,307,55.52,4.77,-7.70,0.06,4.50
16147,308,45.60,5.12,-7.33,0.06,3.52
16202,310,36.04,4.76,-6.53,-0.13,1.93
16264,312,40.73,4.82,-5.41,0.02,1.81
16319,313,46.37,5.56,-4.72,0.02,2.54
16374,315,50.98,6.37,-4.70,-0.18,2.06
16429,316,55.54,6.83,-4.50,-0.03,5.48
16484,318,60.33,7.42,-4.29,-0.03,2.79
16539,319,65.03,7.87,-4.06,-0.03,2.91
16594,321,69.19,7.95,-3.62,-0.03,1.57
16656,323,72.61,7.47,-3.79,-0.03,2.18
16711,324,76.23,7.18,-3.70,-0.08,3.28
16766,326,80.59,6.70,-3.39,0.02,3.64
16822,327,84.28,6.42,-3.71,-0.03,2.42
16877,329,87.77,6.61,-4.02,0.02,2.91
16932,330,91.96,7.30,-4.30,0.02,5.48
16987,332,95.61,7.34,-5.39,-0.03,5.11
17042,333,99.41,7.07,-6.38,-0.18,5.11
17097,335,103.22,6.18,-7.16,0.02,6.33
17153,336,106.47,6.24,-7.43,0.11,4.01
17208,338,110.09,5.58,-7.55,-0.03,3.89
17263,339,113.58,5.01,-7.79,-0.18,4.01
17318,341,102.25,4.64,-8.52,-0.03,3.03
17373,342,106.48,4.62,-8.87,-0.03,2.06
17428,344,95.65,4.60,-8.51,0.02,1.32
17483,345,84.73,4.50,-8.79,0.06,0.59
17538,347,73.74,4.27,-9.28,-0.08,5.97
17593,348,63.32,4.30,-9.22,0.02,2.18
17648,350,53.15,4.41,-8.04,0.16,2.18
17703,351,43.35,4.25,-7.17,0.06,1.69
17759,353,33.71,4.56,-6.96,-0.03,2.42
17814,354,39.07,4.79,-7.26,-0.03,2.18
17869,356,43.99,5.05,-7.39,-0.08,4.01
17924,357,48.75,5.09,-7.09,0.16,2.42
17979,359,39.70,4.66,-7.25,0.11,0.83
18034,360,44.82,4.84,-7.52,0.11,3.03
18089,362,50.08,4.74,-7.17,-0.03,1.93
18145,363,40.85,4.92,-6.90,0.16,2.18
18200,365,46.15,5.17,-6.71,-0.08,2.30
18255,366,50.97,5.04,-6.84,-0.13,1.32
18310,368,55.57,5.08,-6.82,0.21,4.50
18365,369,60.21,4.48,-6.43,0.02,2.06
18420,371,50.28,4.57,-7.01,-0.08,2.42
18476,372,55.40,4.71,-7.97,0.06,3.40
18531,374,60.00,4.85,-8.77,0.02,5.35
18586,375,64.96,4.37,-9.35,-0.03,4.62
18641,377,70.56,4.05,-9.71,-0.08,5.84
18696,378,75.20,3.33,-10.06,0.06,4.01
18751,380,80.22,3.75,-9.78,-0.03,1.57
18806,381,70.11,3.36,-10.02,-0.03,2.79
18861,383,74.54,2.92,-10.31,-0.03,2.67
18916,384,65.08,2.31,-10.23,0.11,1.93
18971,386,69.80,2.41,-10.27,-0.13,4.01
19026,387,60.69,1.61,-10.21,0.02,2.30
19082,389,51.66,1.59,-10.07,0.06,2.18
19137,390,42.23,1.89,-9.99,-0.13,2.79
19192,392,33.93,1.55,-10.13,0.02,1.81
19247,393,25.18,1.51,-10.50,0.11,2.18
19302,395,16.42,1.44,-10.87,0.02,4.38
19357,396,7.53,1.43,-11.49,-0.08,1.20
19412,398,14.29,0.77,-11.92,0.02,6.33
19468,399,20.75,0.92,-11.45,0.02,2.54
19523,401,12.86,0.91,-10.85,-0.13,1.20
19578,402,15.83,0.61,-9.55,-0.08,6.09
19633,404,22.30,-0.42,-7.20,0.06,2.54
19688,405,13.42,1.05,-5.36,-0.08,2.67
19743,407,19.11,2.39,-5.18,0.06,2.30
19799,408,24.28,2.53,-5.49,0.02,2.18
19854,410,29.66,2.69,-4.91,0.02,1.44
19909,411,35.69,2.47,-4.04,-0.08,2.30
19964,413,42.20,1.30,-3.90,0.02,2.67
20026,415,47.32,1.35,-4.19,0.02,2.42
20081,416,51.65,2.00,-4.06,0.02,3.89
20136,418,56.82,2.06,-3.27,-0.13,2.42
20192,419,61.35,2.07,-3.32,-0.08,3.77
20247,421,65.97,1.31,-3.95,0.16,4.01
20302,422,69.94,0.94,-4.24,0.02,2.30
20357,424,74.07,0.41,-3.89,0.11,2.30
20412,425,77.75,-0.02,-4.44,-0.13,2.18
20467,427,81.32,-0.46,-4.89,0.02,2.67
20523,428,84.81,-0.99,-4.08,0.11,4.38
20578,430,73.91,-0.54,-3.57,0.02,6.09
20633,431,63.54,-0.04,-3.65,-0.08,5.48
20688,433,68.02,0.18,-4.18,0.11,8.41
20743,434,72.22,0.54,-4.59,-0.03,5.60
20798,436,76.62,0.16,-5.16,-0.13,4.13
20853,437,80.47,0.44,-5.54,0.06,4.13
20909,439,84.21,0.96,-5.44,-0.13,6.21
20964,440,88.26,1.10,-5.57,-0.03,5.23
21019,442,92.83,1.23,-5.88,-0.08,5.60
21074,443,96.76,1.05,-6.48,-0.03,4.38
21130,445,100.75,1.29,-6.70,-0.13,4.87
21185,446,104.87,0.62,-7.56,-0.03,3.64
21240,448,109.00,0.13,-8.42,0.06,3.89
21295,449,112.75,0.22,-8.45,-0.08,2.79
21350,451,102.19,0.45,-8.49,0.06,1.93
21405,452,91.76,0.75,-8.80,0.02,0.71
21460,454,81.37,0.76,-9.36,0.11,3.77
21516,455,69.74,1.48,-10.35,-0.03,4.25
21571,457,73.26,1.95,-10.32,-0.03,1.69
21626,458,76.50,2.41,-8.92,0.11,3.40
21681,460,65.35,3.33,-7.66,0.11,3.77
21736,461,53.73,4.40,-7.20,-0.03,3.03
21791,463,56.66,5.31,-6.52,0.02,3.28
21847,464,60.71,5.51,-5.84,0.02,3.15
21902,466,63.70,5.06,-6.59,-0.08,2.91
21957,467,66.64,4.23,-6.89,-0.08,2.42
22012,469,71.39,3.26,-6.98,0.02,2.67
22068,470,75.79,2.23,-7.00,-0.03,2.67
22123,472,80.54,1.29,-7.10,-0.13,4.74
22178,473,85.52,0.26,-6.56,-0.03,1.93
22233,475,76.47,-0.29,-6.84,0.02,3.52
22288,476,80.42,-0.68,-7.67,0.16,4.13
22343,478,84.88,-0.94,-7.84,0.02,3.40
22398,479,89.70,-0.98,-8.08,-0.03,4.99
22454,481,79.70,-1.02,-8.34,0.02,5.48
22509,482,84.16,-0.54,-8.80,0.16,4.38
22564,484,75.21,-0.19,-10.21,-0.03,5.23
22619,485,80.15,0.42,-11.41,0.06,3.28
22674,487,69.74,1.42,-12.01,0.02,3.03
22729,488,59.85,1.94,-12.68,-0.03,3.77
22785,490,50.90,1.77,-12.78,0.02,3.15
22846,492,42.26,1.67,-13.25,-0.08,2.42
22901,493,33.15,1.44,-13.57,0.02,2.79
22957,495,24.29,1.10,-13.24,-0.03,2.91
23012,496,15.79,1.68,-12.31,0.02,5.23
23067,498,6.39,1.66,-11.07,0.11,6.45
23122,499,-1.95,1.77,-9.94,0.02,3.89
23178,501,4.11,2.17,-9.02,0.26,2.06
23233,502,10.03,2.52,-8.52,0.02,4.01
23288,504,15.57,2.65,-8.17,0.26,4.38
23343,505,22.01,2.54,-8.35,0.02,3.64
23398,507,26.92,2.38,-8.33,0.06,3.03
23453,508,32.31,1.97,-8.25,-0.03,2.42
23508,510,37.94,0.90,-8.04,-0.03,2.30
23564,511,43.25,0.52,-8.04,0.16,1.32
23619,513,48.25,0.12,-8.41,0.06,1.81
23674,514,53.85,-0.51,-8.35,0.02,2.42
23729,516,59.82,-1.05,-8.04,0.06,3.64
23784,517,65.25,-1.25,-8.39,0.21,2.91
23839,519,71.30,-1.21,-9.34,-0.08,6.09
23895,520,76.31,-0.57,-10.39,0.02,3.52
23950,522,81.65,0.23,-11.04,-0.03,2.54
24005,523,72.30,0.85,-12.24,0.02,2.67
24060,525,62.22,1.42,-13.30,-0.03,3.40
24116,526,67.11,1.52,-13.00,0.06,2.42
24171,528,58.26,1.43,-12.37,0.02,4.01
24226,529,48.71,1.00,-11.88,-0.03,4.25
24281,531,38.41,0.24,-11.52,0.02,2.18
24336,532,28.45,-0.23,-10.97,-0.03,2.54
24391,534,33.44,0.24,-10.11,0.06,2.54
24446,535,23.78,0.52,-9.60,-0.13,1.44
24502,537,28.10,1.37,-9.46,0.06,3.64
24557,538,33.38,1.67,-9.23,0.21,1.93
24612,540,38.48,2.09,-8.97,0.02,1.93
24667,541,43.78,2.25,-8.96,-0.03,1.57
24722,543,48.58,2.35,-9.32,0.06,0.83
24777,544,53.71,1.39,-9.16,0.06,2.67
24833,546,58.52,0.93,-8.84,-0.08,2.91
24888,547,63.86,0.01,-8.87,0.11,2.67
24943,549,69.86,-0.63,-8.97,0.02,3.77
24998,550,60.74,0.47,-9.04,0.11,3.28
25053,552,66.56,1.98,-9.74,-0.18,1.93
25108,553,57.51,3.26,-10.51,-0.03,2.18
25163,555,48.21,3.81,-11.35,-0.13,1.93
25218,556,39.20,3.81,-11.54,-0.18,2.18
25273,558,30.25,3.89,-10.88,0.06,3.03
25328,559,21.52,3.89,-9.97,0.06,2.91
25383,561,12.67,4.38,-9.28,0.16,5.35
25439,562,18.03,5.27,-9.37,0.06,1.81
25494,564,22.79,5.86,-9.40,-0.08,1.81
25549,565,27.72,5.73,-8.65,-0.08,2.30
25604,567,33.50,5.63,-8.60,0.11,1.93
25659,568,38.43,5.26,-9.13,-0.13,0.83
25714,570,43.36,4.95,-8.88,-0.13,3.15
25769,571,48.59,4.12,-9.02,-0.03,1.69
25825,573,54.26,3.47,-8.91,0.06,1.57
25880,574,59.99,3.76,-8.66,-0.03,2.67
25935,576,64.70,3.94,-9.05,-0.13,3.15
25990,577,69.97,4.03,-9.17,-0.03,4.13
26045,579,75.36,4.67,-9.70,-0.08,2.67
26100,580,66.21,4.85,-10.62,0.06,2.42
26156,582,56.84,4.95,-11.30,0.06,5.11
26217,584,48.04,4.82,-11.46,-0.03,3.40
26272,585,38.76,4.79,-11.47,0.02,3.89
26328,587,29.09,4.89,-11.17,-0.03,1.08
26383,588,34.24,5.29,-10.32,-0.13,2.79
26438,590,25.13,5.41,-9.67,-0.03,2.67
26493,591,29.95,7.04,-9.14,0.02,1.93
26549,593,34.47,7.45,-8.58,0.02,3.52
26604,594,39.34,7.72,-8.61,0.06,1.44
26659,596,44.22,7.28,-9.09,0.02,3.89
26714,597,48.97,7.20,-9.30,0.11,0.47
26769,599,54.31,7.04,-9.06,0.02,0.22
26824,600,59.55,6.43,-9.22,0.16,2.06
26880,602,64.46,6.31,-9.07,0.02,4.74
26941,604,69.91,5.79,-9.19,-0.08,2.42
26996,605,74.81,5.73,-9.34,-0.08,6.45
27052,607,79.81,5.82,-9.41,-0.03,4.74
27107,608,70.77,5.96,-9.84,0.16,4.74
27162,610,76.35,6.67,-10.57,0.11,3.89
27217,611,81.06,7.26,-11.86,-0.18,3.52
27272,613,85.05,7.11,-12.38,0.06,2.30
27327,614,75.24,6.03,-11.83,-0.18,3.40
27382,616,65.67,5.35,-11.21,0.06,4.74
27437,617,55.54,5.40,-10.91,-0.13,3.52
27492,619,45.73,5.46,-10.34,-0.08,5.84
27547,620,35.22,5.23,-9.77,-0.18,4.50
27602,622,39.92,5.45,-9.39,0.11,2.06
27664,624,44.34,5.68,-9.05,0.11,4.74
27719,625,48.95,6.17,-9.10,-0.13,1.08
27774,627,53.23,5.68,-8.96,0.02,1.08
27830,628,57.50,5.82,-8.98,-0.08,0.83
27885,630,62.28,5.46,-8.90,0.11,1.93
27940,631,67.50,4.95,-8.63,-0.13,2.30
27995,633,73.05,5.02,-9.03,-0.13,4.25
28050,634,78.06,5.51,-9.59,0.06,2.67
28105,636,83.53,5.61,-9.94,0.02,2.30
28161,637,74.07,6.09,-10.84,0.06,3.77
28216,639,78.43,6.08,-12.28,-0.03,4.25
28271,640,83.54,5.92,-12.13,-0.03,2.79
28326,642,73.63,5.42,-11.76,0.06,7.55
28381,643,63.61,4.99,-11.75,-0.13,3.28
28436,645,53.59,4.93,-11.34,0.11,5.84
28491,646,43.56,4.71,-10.99,-0.03,3.40
28546,648,34.50,4.60,-11.12,0.06,1.69
28601,649,25.03,4.90,-10.83,-0.08,1.81
28656,651,29.93,5.36,-10.62,0.16,2.54
28711,652,35.27,5.56,-9.82,0.06,1.32
28767,654,40.26,5.62,-9.35,0.11,1.57
28822,655,44.95,5.65,-9.40,0.11,0.96
28877,657,49.59,5.23,-9.13,0.06,0.96
28932,658,54.99,5.45,-9.16,0.06,3.89
28987,660,60.20,5.80,-9.38,0.02,4.01
29042,661,65.30,5.58,-9.60,0.02,3.03
29097,663,71.36,5.53,-9.65,0.16,5.97
29153,664,62.52,5.46,-11.02,0.02,4.13
29208,666,68.10,5.94,-12.06,-0.08,2.91
29263,667,72.91,6.57,-12.07,-0.08,3.77
29318,669,63.52,6.61,-12.53,0.02,3.89
29373,670,53.76,6.02,-13.19,-0.08,3.89
29428,672,44.93,4.84,-13.23,-0.03,4.13
29484,673,35.75,4.11,-13.30,0.06,2.06
29539,675,26.42,4.12,-12.96,0.02,5.84
29594,676,32.26,3.94,-12.85,-0.08,3.03
29649,678,37.76,4.41,-13.19,0.06,1.44
29704,679,42.43,4.54,-12.51,0.06,2.42
29759,681,47.36,5.63,-11.66,-0.08,1.32
29814,682,37.50,6.76,-11.29,0.02,1.93
29869,684,42.32,7.44,-11.05,0.02,3.40
29924,685,47.26,7.62,-10.57,0.02,1.81
29979,687,52.36,7.37,-9.90,0.02,1.44
30034,688,56.74,7.19,-9.91,-0.08,1.20
30090,690,61.58,6.48,-10.03,0.11,2.18
30145,691,65.74,6.95,-9.75,0.21,2.79
30200,693,70.27,7.01,-9.62,-0.08,5.60
30255,694,75.53,7.20,-9.92,-0.08,4.87
30310,696,66.22,7.21,-10.93,0.02,8.04
30365,697,70.74,7.34,-11.97,-0.03,3.28
30420,699,75.43,7.33,-12.27,0.02,2.42
30476,700,67.07,6.43,-12.28,0.06,3.40
30531,702,57.58,5.87,-13.19,0.06,3.64
30586,703,47.79,5.82,-13.65,0.06,1.20
30641,705,38.99,5.52,-13.49,0.21,2.42
30696,706,29.77,5.45,-13.79,-0.03,1.81
30751,708,35.07,5.31,-14.21,-0.18,1.81
30807,709,25.82,4.71,-13.31,0.06,2.54
30862,711,31.06,4.59,-12.27,0.16,3.77
30917,712,36.18,4.76,-10.99,-0.03,2.91
30972,714,41.86,5.13,-9.93,0.11,4.62
31028,715,46.53,5.42,-9.70,-0.03,2.42
31083,717,51.26,5.26,-9.81,-0.13,4.62
31138,718,55.72,5.60,-9.44,0.06,1.93
31193,720,60.27,6.27,-9.10,0.11,1.69
31248,721,64.46,6.14,-8.80,0.02,4.38
31303,723,68.51,5.75,-8.70,0.06,3.89
31358,724,72.81,5.63,-8.72,-0.03,2.18
31414,726,76.22,5.29,-8.39,-0.13,4.01
31469,727,80.24,5.14,-8.18,-0.13,2.54
31524,729,83.67,5.13,-8.66,0.06,2.91
31579,730,87.78,5.45,-8.81,0.02,4.38
31634,732,91.54,5.63,-9.26,0.02,6.33
31689,733,95.00,5.52,-10.24,-0.03,4.50
31745,735,98.42,5.31,-11.39,0.06,7.19
31806,737,101.26,4.95,-12.45,-0.18,4.99
31861,738,90.86,4.46,-13.03,0.11,6.21
31917,740,95.43,4.24,-13.57,-0.13,7.19
31972,741,99.60,4.34,-13.90,0.02,5.11
32027,743,103.32,4.15,-14.76,0.21,2.42
32082,744,106.53,3.86,-14.84,-0.08,0.22
32138,746,96.15,3.86,-14.67,-0.03,0.47
32193,747,85.25,3.58,-15.19,-0.13,2.54
32248,749,74.88,3.55,-16.15,0.02,3.89
32303,750,78.29,3.70,-15.61,-0.18,3.40
32358,752,68.01,3.60,-14.47,0.06,3.89
32413,753,57.75,3.91,-13.90,-0.03,1.57
32468,755,47.58,4.35,-14.10,0.02,1.32
32524,756,51.87,4.70,-14.13,0.02,2.79
32579,758,56.16,4.90,-13.65,-0.08,5.11
32634,759,60.71,4.59,-13.57,0.02,2.18
32689,761,65.08,4.80,-13.75,0.06,2.30
32744,762,69.49,4.83,-13.62,-0.08,3.15
32799,764,74.05,5.23,-13.67,-0.13,1.20
32855,765,78.49,5.04,-13.50,-0.03,2.30
32910,767,68.20,5.12,-13.21,0.02,1.57
32965,768,58.14,5.45,-13.43,0.02,1.93
33020,770,63.01,4.81,-13.48,-0.03,4.38
33082,772,52.82,4.95,-13.81,0.11,2.67
33137,773,57.90,4.94,-14.81,-0.03,5.35
33192,775,62.61,4.97,-15.56,-0.13,6.58
33248,776,67.54,4.80,-16.44,0.11,4.38
33303,778,72.04,4.81,-17.34,0.06,4.25
33358,779,76.22,4.03,-17.76,-0.18,5.72
33413,781,80.99,4.24,-17.38,-0.03,3.77
33468,782,71.10,4.27,-17.34,0.02,3.15
33523,784,75.25,3.70,-17.61,0.02,2.67
33579,785,79.76,3.04,-17.52,0.02,2.06
33634,787,69.89,2.94,-17.50,-0.03,5.48
33689,788,74.74,2.55,-17.47,-0.08,2.18
33744,790,65.03,2.23,-17.24,-0.03,2.18
33799,791,55.42,2.43,-17.19,0.02,4.13
33854,793,46.22,2.18,-17.44,-0.08,4.38
33909,794,37.00,2.03,-17.67,0.11,1.93
33965,796,27.60,1.98,-17.99,0.16,2.79
34026,798,18.25,2.14,-18.80,-0.03,0.96
34081,799,24.08,2.08,-19.23,0.16,3.03
