t,row,roll,pitch,yaw,i_arduino,i_servos
34136,801,30.08,1.84,-18.60,-0.18,4.62
34191,802,35.79,1.73,-17.97,0.02,9.63
34246,804,25.70,0.44,-15.98,0.02,3.64
34301,805,18.56,1.26,-13.57,0.02,2.91
34357,807,9.77,2.02,-12.11,-0.18,1.69
34412,808,15.40,2.59,-11.93,-0.03,1.93
34467,810,20.43,3.07,-11.92,-0.13,4.25
34522,811,25.78,3.17,-11.31,0.02,3.64
34577,813,32.57,2.10,-10.47,0.02,1.57
34632,814,38.61,1.34,-10.73,-0.13,4.50
34688,816,44.27,1.12,-10.62,-0.08,4.01
34743,817,49.34,1.80,-9.80,0.06,4.01
34798,819,54.22,1.95,-8.98,-0.08,4.38
34853,820,59.54,1.47,-9.00,-0.03,4.25
34908,822,63.52,1.60,-9.96,0.02,4.25
34963,823,68.10,1.35,-9.81,-0.03,2.67
35018,825,72.19,0.85,-9.76,0.11,2.54
35080,827,75.19,0.46,-10.37,0.11,2.91
35135,828,78.72,0.34,-10.18,-0.03,2.67
35190,830,82.47,0.18,-9.51,0.02,4.25
35245,831,85.80,0.33,-9.31,0.02,5.60
35300,833,89.53,0.83,-9.64,-0.03,5.11
35355,834,92.50,0.92,-10.25,-0.03,5.35
35410,836,95.60,1.48,-10.79,-0.13,5.35
35466,837,98.09,0.99,-11.56,0.02,4.38
35521,839,101.74,1.23,-11.71,0.06,4.50
35576,840,105.27,1.40,-11.43,0.06,6.21
35631,842,93.94,1.55,-11.67,0.02,6.58
35686,843,97.21,2.06,-12.38,0.06,4.74
35741,845,100.62,1.96,-13.22,-0.08,6.82
35796,846,105.07,1.71,-13.91,0.16,5.97
35852,848,94.59,1.41,-15.10,-0.08,5.11
35907,849,99.02,0.74,-16.28,-0.08,5.72
35962,851,103.12,0.24,-16.55,0.11,2.30
36017,852,92.82,0.86,-16.11,-0.08,1.81
36072,854,82.76,1.07,-16.25,-0.03,2.30
36127,855,72.61,1.14,-16.86,0.11,0.59
36183,857,61.86,1.50,-17.96,-0.03,2.54
36244,859,65.28,1.49,-18.24,-0.03,4.50
36299,860,55.22,2.36,-16.86,-0.13,6.58
36354,862,45.04,3.37,-15.78,0.06,2.91
36409,863,34.71,3.93,-14.93,0.21,5.11
36464,865,38.15,4.37,-13.74,-0.08,4.13
36519,866,42.26,5.46,-12.94,0.02,3.52
36575,868,46.01,5.18,-13.93,0.06,3.40
36630,869,49.61,3.61,-15.10,0.02,2.54
36685,871,53.87,2.14,-15.01,-0.03,5.60
36740,872,59.34,1.50,-14.71,0.02,3.40
36795,874,64.47,0.40,-14.50,-0.13,2.06
36850,875,69.85,-0.08,-14.44,0.11,3.52
36905,877,60.89,0.03,-14.98,0.16,5.48
36961,878,66.40,-0.09,-15.68,0.02,4.13
37016,880,71.69,0.25,-16.30,-0.08,5.97
37071,881,76.85,0.60,-16.56,0.06,3.64
37126,883,67.36,0.70,-17.07,-0.08,3.64
37181,884,58.49,1.89,-17.60,-0.03,4.74
37236,886,63.30,1.99,-18.67,0.11,4.25
37292,887,69.04,3.20,-19.07,0.11,3.89
37347,889,60.16,3.32,-19.49,0.11,4.62
37402,890,51.36,3.11,-20.17,-0.03,3.52
37457,892,42.24,3.18,-20.82,0.06,2.67
37512,893,33.41,2.93,-20.91,0.02,3.15
37567,895,24.97,2.91,-20.54,0.02,2.18
37622,896,16.47,3.00,-19.93,-0.03,2.91
37677,898,7.68,3.23,-19.26,-0.08,4.87
37732,899,13.35,3.06,-18.11,0.16,3.64
37787,901,4.60,2.80,-17.03,0.11,5.23
37842,902,10.53,3.03,-16.24,-0.03,4.99
37898,904,15.85,3.22,-15.79,0.06,2.79
37953,905,21.51,3.06,-15.53,-0.03,6.21
38008,907,27.04,2.90,-15.36,-0.18,4.13
38063,908,18.43,2.43,-15.52,0.06,1.93
38118,910,23.70,1.93,-15.75,0.11,3.28
38173,911,29.98,1.31,-15.76,-0.03,1.69
38228,913,35.93,0.96,-15.92,0.02,2.06
38284,914,41.36,0.17,-16.24,-0.03,2.54
38339,916,46.75,0.16,-15.85,-0.13,2.42
38394,917,53.23,-0.32,-15.71,-0.08,3.40
38449,919,58.82,0.19,-16.19,-0.08,7.68
38504,920,64.66,0.48,-16.97,0.02,3.77
38559,922,70.49,1.11,-17.83,0.11,7.31
38615,923,61.69,1.82,-18.73,0.06,4.01
38670,925,66.96,2.49,-20.22,-0.08,2.67
38725,926,71.31,2.26,-20.64,0.02,2.79
38780,928,62.27,2.18,-19.82,0.02,3.52
38836,929,52.58,1.90,-19.27,0.02,2.18
38891,931,42.77,1.44,-18.88,0.02,4.74
38946,932,47.60,1.10,-18.62,0.02,5.60
39001,934,37.73,0.66,-18.14,0.06,3.64
39056,935,27.77,1.42,-17.66,0.16,2.79
39111,937,32.32,1.61,-16.76,-0.18,4.62
39166,938,36.70,2.44,-16.00,0.06,4.01
39222,940,41.51,2.20,-16.17,-0.08,2.67
39277,941,46.70,1.90,-16.60,0.11,2.30
39332,943,51.47,2.11,-16.94,-0.03,9.51
39387,944,55.95,2.03,-16.96,-0.03,1.69
39442,946,61.85,1.51,-16.80,0.02,1.08
39497,947,67.46,1.26,-16.92,-0.08,3.15
39553,949,72.65,1.21,-16.97,0.02,5.11
39608,950,77.31,1.73,-17.31,0.06,3.15
39663,952,82.66,2.77,-17.74,0.02,4.01
39718,953,87.05,3.50,-18.26,-0.13,2.30
39773,955,77.00,3.31,-19.15,0.06,2.67
39828,956,67.09,3.87,-19.91,0.02,1.93
39883,958,57.74,3.62,-19.61,0.11,2.79
39938,959,48.04,3.92,-19.10,-0.08,3.64
39993,961,38.47,4.32,-18.36,0.02,4.01
40048,962,29.12,4.85,-17.88,-0.03,0.96
40103,964,33.84,5.20,-17.82,0.02,0.71
40159,965,38.49,5.41,-17.46,0.06,1.69
40214,967,42.75,5.73,-16.79,-0.13,1.69
40269,968,47.17,5.81,-17.11,-0.03,0.83
40324,970,51.36,5.93,-17.35,0.11,0.71
40379,971,56.41,5.59,-17.15,0.06,0.59
40434,973,61.36,5.21,-17.20,-0.08,4.87
40489,974,66.53,5.01,-16.84,0.02,3.77
40545,976,72.02,4.68,-17.03,-0.13,2.06
40600,977,77.72,4.73,-17.62,0.02,3.89
40655,979,82.55,5.51,-17.87,-0.03,3.03
40710,980,86.93,6.03,-18.32,0.02,2.79
40765,982,91.26,6.57,-19.10,-0.08,2.42
40820,983,80.62,6.75,-19.86,0.02,2.18
40876,985,70.77,6.56,-20.02,-0.03,1.81
40937,987,61.23,6.33,-19.77,0.11,5.60
40992,988,50.31,6.82,-19.72,-0.03,4.01
41048,990,54.97,6.81,-18.90,0.06,1.57
41103,991,59.45,6.48,-18.25,-0.13,3.40
41158,993,63.55,6.67,-17.87,0.02,3.89
41213,994,67.28,6.98,-17.58,-0.03,1.69
41269,996,70.91,6.84,-17.34,-0.03,2.42
41324,997,74.25,6.57,-17.72,-0.13,0.96
41379,999,77.46,6.37,-17.80,0.11,4.74
41434,1000,81.15,6.22,-17.56,0.06,0.47
41489,1002,85.15,5.69,-17.23,-0.03,1.93
41544,1003,89.12,5.91,-17.25,0.06,3.89
41600,1005,92.46,5.66,-17.54,0.06,5.23
41661,1007,96.71,5.43,-17.70,0.02,5.23
41716,1008,101.31,6.54,-17.94,0.02,6.09
41772,1010,104.19,6.93,-18.54,0.06,4.87
41827,1011,108.96,7.23,-19.03,0.06,4.13
41882,1013,98.26,7.52,-20.09,0.11,1.20
41937,1014,101.83,7.47,-20.84,0.06,2.54
41992,1016,91.72,6.53,-20.29,-0.03,2.67
42047,1017,81.59,6.00,-19.54,-0.08,4.87
42102,1019,70.74,6.11,-19.69,0.06,5.84
42157,1020,74.57,6.20,-18.97,-0.08,4.13
42212,1022,63.00,6.54,-18.12,0.06,3.64
42267,1023,66.74,6.64,-17.49,-0.03,2.18
42322,1025,70.05,6.74,-17.20,-0.03,1.81
42378,1026,73.51,6.63,-17.19,-0.08,1.20
42433,1028,76.60,6.05,-17.19,0.11,0.83
42488,1029,79.87,6.16,-17.30,0.02,0.83
42543,1031,83.69,5.95,-17.41,-0.08,4.13
42598,1032,88.19,5.42,-17.11,-0.08,3.64
42653,1034,92.29,5.71,-17.19,-0.03,3.28
42708,1035,96.05,6.41,-17.48,-0.08,3.28
42764,1037,100.46,6.98,-17.57,0.06,3.77
42819,1038,90.24,7.15,-18.28,-0.03,3.77
42874,1040,93.96,7.25,-19.75,-0.08,2.42
42929,1041,97.94,6.96,-19.86,0.11,2.54
42984,1043,87.78,6.57,-19.37,0.11,4.99
43039,1044,76.99,6.27,-19.31,0.06,3.28
43095,1046,66.78,6.27,-19.12,0.11,3.89
43156,1048,70.04,6.43,-19.04,0.02,5.23
43211,1049,74.31,6.16,-18.58,-0.08,1.81
43266,1051,77.88,6.41,-18.16,-0.03,0.59
43321,1052,80.83,6.90,-18.00,-0.08,1.69
43376,1054,83.66,7.13,-17.67,0.06,3.15
43431,1055,86.95,7.01,-17.20,0.02,1.20
43487,1057,90.11,6.98,-17.07,-0.03,2.42
43542,1058,93.17,6.53,-16.88,0.11,0.96
43597,1060,96.37,6.79,-16.80,0.02,2.06
43652,1061,100.05,6.82,-17.01,0.02,3.89
43707,1063,103.57,7.21,-17.16,0.02,4.99
43762,1064,92.97,7.53,-17.55,-0.08,4.62
43817,1066,97.34,7.59,-18.59,-0.03,6.21
43873,1067,101.83,7.64,-19.42,0.06,4.87
43928,1069,91.52,8.08,-20.01,0.11,3.28
43983,1070,80.21,7.88,-20.49,-0.03,4.50
44038,1072,70.85,7.19,-20.46,-0.08,3.40
44093,1073,61.01,6.13,-20.90,0.06,4.38
44148,1075,51.55,5.49,-21.25,-0.13,3.64
44204,1076,42.34,5.06,-20.43,-0.18,1.57
44259,1078,32.85,5.38,-20.41,-0.13,3.40
44314,1079,37.27,5.69,-20.69,-0.03,1.81
44369,1081,42.68,5.26,-19.74,0.02,1.69
44424,1082,33.46,6.19,-19.16,-0.03,2.79
44479,1084,39.01,6.45,-18.89,0.16,2.18
44534,1085,43.69,7.07,-18.60,0.06,2.06
44589,1087,48.53,7.22,-17.89,-0.03,2.42
44644,1088,53.66,7.12,-17.26,-0.08,1.81
44699,1090,57.58,6.70,-17.25,0.06,1.32
44754,1091,61.96,6.31,-17.16,0.06,3.28
44810,1093,66.64,6.74,-16.99,-0.23,3.52
44865,1094,71.47,6.86,-17.17,0.21,3.89
44920,1096,76.42,7.40,-17.71,-0.18,5.72
44975,1097,80.55,7.18,-18.84,0.02,5.23
45030,1099,70.64,6.87,-20.11,0.11,8.65
45085,1100,76.22,6.61,-20.31,0.06,4.13
45140,1102,66.73,5.52,-20.25,-0.03,3.52
45196,1103,58.28,5.22,-20.59,0.11,2.91
45251,1105,49.18,5.10,-21.15,-0.03,2.91
45306,1106,40.22,5.24,-21.55,0.02,1.69
45361,1108,30.99,5.08,-21.65,-0.03,3.28
45416,1109,22.08,4.54,-21.27,0.02,3.03
45471,1111,12.88,4.88,-20.76,0.02,2.06
45527,1112,19.16,4.20,-19.68,0.02,3.15
45582,1114,9.93,4.37,-18.39,0.06,2.30
45637,1115,16.87,4.86,-17.91,0.16,3.28
45692,1117,22.79,5.44,-17.92,0.02,4.62
45748,1118,28.96,5.85,-17.52,0.06,3.28
45803,1120,34.94,6.28,-17.36,0.06,6.33
45858,1121,40.18,6.33,-17.20,0.06,3.15
45913,1123,45.18,6.59,-16.75,-0.03,2.54
45968,1124,35.91,6.44,-16.56,0.06,2.42
46023,1126,41.33,6.51,-16.52,-0.08,3.64
46078,1127,46.54,6.30,-16.31,0.11,1.69
46134,1129,51.68,5.81,-16.49,0.02,4.74
46189,1130,56.75,6.16,-16.58,0.16,3.64
46244,1132,61.88,6.52,-16.66,0.02,4.38
46299,1133,66.60,7.09,-17.23,0.02,4.50
46354,1135,70.41,7.04,-18.29,-0.03,4.87
46409,1136,75.31,6.57,-18.95,0.11,4.13
46465,1138,79.32,6.30,-19.75,0.21,6.33
46526,1140,69.12,5.59,-20.47,-0.08,4.99
46581,1141,60.65,5.21,-20.98,-0.08,6.82
46637,1143,52.44,4.97,-21.44,0.11,4.62
46692,1144,58.61,5.10,-21.83,0.16,2.30
46747,1146,49.41,5.16,-21.70,-0.08,1.44
46802,1147,40.75,5.09,-21.92,0.06,0.96
46858,1149,31.99,4.97,-22.43,0.16,1.44
46913,1150,23.35,4.71,-22.92,-0.03,2.67
46968,1152,15.17,4.77,-22.20,0.06,4.38
47023,1153,7.10,5.00,-21.42,0.11,1.57
47078,1155,-0.58,5.16,-21.18,-0.08,4.13
47133,1156,5.74,5.26,-21.05,-0.13,2.18
47188,1158,11.93,5.63,-20.97,0.02,1.69
47250,1160,17.95,5.67,-20.74,-0.13,2.42
47305,1161,10.01,5.35,-20.90,0.06,2.67
47361,1163,16.87,5.54,-21.02,-0.08,2.42
47416,1164,8.43,5.83,-20.98,-0.03,3.28
47471,1166,15.02,5.81,-20.68,-0.08,3.15
47526,1167,7.26,5.89,-20.09,-0.13,1.44
47581,1169,-0.84,5.69,-20.53,-0.03,5.97
47636,1170,5.76,5.52,-20.55,-0.08,1.20
47691,1172,-2.12,5.56,-20.24,-0.03,2.54
47746,1173,4.82,5.49,-20.87,-0.03,4.50
47801,1175,11.61,5.74,-21.50,0.06,5.72
47856,1176,18.50,6.25,-21.86,-0.03,4.38
47911,1178,24.62,5.96,-22.75,-0.13,6.58
47967,1179,30.85,5.75,-23.54,0.02,4.87
48022,1181,36.52,5.48,-24.14,-0.03,4.01
48077,1182,42.42,5.13,-23.77,-0.13,4.13
48132,1184,48.52,4.74,-23.86,0.06,2.54
48187,1185,40.45,3.77,-24.32,0.02,2.30
48242,1187,46.36,3.61,-24.77,-0.18,2.67
48297,1188,52.03,3.59,-24.51,-0.08,2.79
48353,1190,43.53,2.35,-24.05,0.02,3.64
48408,1191,34.39,2.80,-24.20,0.02,3.64
48463,1193,26.16,2.59,-24.44,0.16,2.18
48518,1194,17.92,2.41,-24.60,0.11,2.67
48573,1196,9.82,2.64,-25.07,0.06,4.74
48628,1197,2.43,2.70,-25.25,-0.08,3.28
48684,1199,-5.53,2.63,-25.61,0.02,4.38
48739,1200,1.70,2.80,-26.03,0.11,1.57
48794,1202,8.56,3.11,-25.42,-0.13,1.93
