t,row,roll,pitch,yaw,i_arduino,i_servos
12682,61,24.45,3.23,3.43,0.00,4.97
12737,62,14.84,4.44,4.10,0.10,2.40
12792,64,19.38,5.03,4.29,0.05,5.70
12847,65,23.39,5.21,3.94,-0.09,3.26
12902,67,28.14,4.72,3.71,-0.14,1.91
12957,68,33.52,3.15,3.46,0.15,3.01
13012,70,40.51,2.52,3.15,0.05,2.28
13068,71,46.06,1.38,3.72,0.00,3.26
13123,73,37.53,1.18,4.49,0.10,4.85
13178,74,29.88,0.50,4.17,0.30,2.40
13233,76,22.16,0.33,3.20,0.10,4.85
13288,77,29.11,1.01,2.80,-0.09,5.09
13343,79,36.12,0.79,2.48,-0.05,2.28
13399,80,42.46,0.69,2.27,0.00,5.58
13454,82,48.09,1.49,1.72,0.00,7.29
13509,83,55.26,1.87,0.82,0.15,4.24
13564,85,47.32,2.04,-0.20,0.05,5.34
13620,86,39.59,2.94,-0.93,0.05,4.85
13675,88,31.03,3.07,-1.45,-0.05,1.67
13730,89,23.00,3.02,-1.49,-0.14,2.04
13785,91,15.42,2.82,-1.54,-0.05,2.53
13840,92,7.66,2.50,-1.49,0.00,4.11
13895,94,-0.17,2.11,-1.33,0.05,5.70
13950,95,-8.10,2.21,-0.48,-0.09,5.21
14006,97,-15.22,2.63,0.49,-0.14,4.97
14061,98,-8.12,2.72,1.41,0.00,5.09
14116,100,-1.32,3.09,2.06,-0.09,4.48
14171,101,5.04,3.26,2.59,0.05,5.46
14226,103,11.63,3.51,3.13,0.05,5.82
14281,104,18.40,3.17,3.65,0.15,5.46
14337,106,24.38,2.91,4.10,0.00,5.09
14392,107,30.23,2.31,4.82,-0.24,5.46
14447,109,20.61,1.08,5.43,0.05,3.75
14502,110,10.90,0.43,5.47,0.05,1.79
14557,112,17.52,0.25,4.99,-0.05,2.77
14612,113,23.04,0.13,4.60,-0.19,2.28
14667,115,29.06,-0.08,4.91,-0.14,3.50
14722,116,35.19,0.08,5.76,0.05,3.63
14777,118,42.21,0.65,5.78,-0.14,6.07
14832,119,48.75,1.16,5.06,0.00,3.38
14887,121,40.46,1.96,4.07,-0.05,3.75
14943,122,32.12,2.77,2.46,0.05,3.01
14998,124,37.93,3.39,1.51,0.05,3.01
15053,125,30.10,3.64,2.03,-0.05,1.79
15108,127,22.59,3.55,2.60,0.00,4.36
15163,128,14.47,2.97,2.81,0.05,3.63
15218,130,6.13,2.45,2.76,-0.09,1.91
15273,131,-2.53,1.97,3.31,-0.05,2.28
15329,133,3.79,2.35,4.22,0.05,2.04
15384,134,10.15,2.72,4.63,-0.05,3.87
15439,136,15.20,3.27,5.04,-0.14,3.26
15494,137,6.65,3.49,5.20,-0.05,2.65
15549,139,13.07,2.94,4.96,0.00,1.43
15604,140,18.81,3.46,4.95,-0.05,0.57
15660,142,24.77,3.49,5.01,-0.05,0.69
15721,144,31.51,2.48,5.62,-0.14,1.91
15776,145,23.54,2.36,5.68,-0.05,2.77
15832,147,30.22,2.69,5.25,0.00,2.16
15887,148,36.69,2.29,4.85,0.05,3.14
15942,150,42.96,2.88,5.13,-0.09,3.50
15997,151,49.31,3.94,5.21,0.05,2.28
16053,153,40.47,3.91,3.83,-0.09,4.73
16108,154,45.69,4.90,2.43,0.00,1.79
16163,156,51.60,4.32,2.56,-0.05,1.79
16218,157,42.35,4.14,2.94,-0.09,2.77
16273,159,32.92,4.67,3.33,0.10,4.48
16328,160,23.84,5.27,3.93,0.00,2.65
16384,162,14.56,5.81,4.03,-0.05,3.87
16445,164,19.70,6.27,4.74,0.05,1.55
16500,165,24.18,6.50,5.50,0.05,0.33
16556,167,29.04,6.34,5.23,0.05,3.50
16611,168,34.03,6.24,5.10,-0.05,0.57
16666,170,40.15,5.96,5.24,0.15,0.45
16721,171,45.66,5.50,5.21,-0.09,2.16
16776,173,51.39,5.40,5.59,-0.14,3.14
16831,174,42.99,5.16,5.50,0.05,2.65
16886,176,49.33,5.53,5.38,-0.14,6.92
16941,177,56.14,5.75,5.00,-0.09,3.38
16996,179,48.19,5.77,4.30,-0.14,2.65
17051,180,39.47,6.02,2.89,0.05,2.40
17106,182,45.14,6.00,2.20,0.05,1.55
17162,183,36.96,5.81,2.53,0.00,1.91
17217,185,28.47,5.59,2.58,-0.19,3.75
17272,186,19.31,5.71,2.72,-0.05,2.40
17327,188,10.42,5.85,3.57,0.05,4.73
17382,189,15.97,5.72,3.99,0.05,3.01
17437,191,21.47,5.95,4.36,0.00,1.30
17492,192,26.53,5.51,4.86,-0.05,2.04
17548,194,31.64,5.87,5.10,-0.09,1.18
17603,195,36.68,5.93,5.00,0.00,0.45
17658,197,41.80,5.79,5.07,0.00,0.94
17713,198,46.78,5.50,5.32,0.05,0.45
17768,200,52.31,5.08,5.65,0.05,1.43
17823,201,57.50,5.26,5.46,-0.05,3.50
17879,203,62.18,5.34,5.09,0.10,2.40
17934,204,67.22,5.54,5.24,0.05,4.24
17989,206,72.76,6.75,5.81,-0.09,5.34
18044,207,62.89,6.86,5.29,-0.09,4.11
18100,209,68.33,7.37,3.95,0.00,4.97
18155,210,73.11,7.96,2.76,0.05,3.14
18210,212,78.09,7.83,2.85,-0.19,3.99
18265,213,68.88,6.87,3.35,0.10,4.36
18320,215,59.82,6.24,3.67,0.10,4.85
18375,216,49.85,6.47,3.63,-0.09,2.65
18430,218,40.38,5.89,4.00,0.15,4.11
18492,220,30.34,6.09,4.41,0.00,1.55
18547,221,20.98,5.84,5.11,-0.09,3.50
18603,223,11.49,5.39,5.15,-0.14,5.21
18658,224,17.24,5.35,5.20,-0.09,1.55
18713,226,22.70,4.65,5.69,-0.09,0.69
18768,227,28.31,4.77,5.77,0.15,0.57
18823,229,34.11,4.29,6.08,-0.14,1.67
18878,230,40.03,4.08,6.67,-0.09,3.63
18933,232,46.71,4.67,6.90,-0.05,4.85
18995,234,52.87,5.24,6.81,-0.09,2.28
19050,235,58.98,5.74,6.60,0.10,4.48
19105,237,49.41,6.35,5.22,0.00,5.34
19160,238,54.58,6.39,4.14,-0.14,3.99
19215,240,61.05,5.63,4.57,-0.14,3.14
19270,241,52.19,5.10,4.81,-0.09,3.99
19325,243,42.46,5.04,4.76,-0.05,4.60
19387,245,33.43,5.45,5.21,0.00,2.16
19442,246,24.00,5.81,5.69,-0.05,1.06
19497,248,29.80,6.30,6.11,-0.05,2.53
19553,249,34.75,7.13,6.12,-0.19,2.04
19608,251,40.13,7.76,6.42,0.15,3.99
19663,252,45.11,8.06,6.88,-0.05,1.91
19718,254,50.49,8.38,6.75,-0.09,0.81
19773,255,55.49,8.54,6.73,0.05,1.18
19828,257,60.41,8.08,7.11,0.20,0.94
19884,258,65.04,8.18,7.33,0.00,2.89
19939,260,70.08,8.65,7.54,-0.09,6.92
19994,261,75.21,9.29,7.97,0.10,4.60
20049,263,65.53,9.41,7.76,0.10,8.02
20104,264,70.64,9.51,6.20,-0.14,4.48
20159,266,75.49,10.16,5.33,-0.09,3.99
20214,267,66.34,9.60,5.31,0.05,4.36
20269,269,57.34,8.66,5.24,-0.05,4.73
20324,270,48.52,7.63,4.56,0.05,3.63
20379,272,39.46,6.59,3.78,-0.14,4.24
20434,273,30.81,5.57,3.96,-0.05,4.11
20490,275,22.61,5.56,4.58,0.15,1.67
20545,276,14.09,5.81,4.69,-0.09,3.75
20600,278,19.50,6.18,4.51,0.05,2.65
20655,279,25.80,7.11,5.30,0.10,2.89
20710,281,31.62,8.19,6.31,0.10,3.01
20765,282,36.79,8.49,6.62,0.10,2.40
20820,284,42.20,8.29,6.64,-0.09,1.91
20876,285,47.64,8.32,7.12,0.00,1.91
20931,287,38.67,8.50,7.39,0.00,1.43
20986,288,43.85,7.99,7.54,-0.09,1.30
21041,290,49.24,8.36,8.13,0.00,2.77
21096,291,40.08,8.20,8.27,0.00,2.89
21151,293,46.04,8.44,7.70,-0.05,7.78
21207,294,52.32,8.98,6.97,0.00,3.63
21262,296,58.28,8.49,5.55,0.30,3.75
21317,297,63.98,8.29,5.04,0.00,5.34
21372,299,55.92,8.11,5.28,0.05,4.60
21434,301,46.69,7.12,4.68,0.05,2.65
21489,302,38.09,6.64,3.51,-0.19,1.43
21544,304,44.27,5.88,3.32,0.05,1.18
21600,305,35.90,5.57,3.56,0.10,2.16
21655,307,26.67,5.18,3.36,0.10,4.36
21710,308,17.36,5.08,3.52,0.05,3.87
21765,310,22.82,4.59,4.23,0.00,2.28
21820,311,28.74,4.64,5.79,0.00,2.89
21875,313,20.45,4.82,6.74,-0.09,2.40
21931,314,25.69,6.01,6.75,-0.14,2.65
21986,316,31.69,6.43,7.08,-0.14,6.19
22041,317,22.84,7.27,7.35,-0.24,2.16
22096,319,28.67,7.25,7.51,-0.09,4.48
22151,320,33.82,7.54,7.83,0.05,3.63
22206,322,39.56,7.45,8.17,0.00,1.30
22261,323,44.62,7.24,7.95,0.10,1.79
22317,325,49.74,6.88,8.28,0.00,2.89
22378,327,54.64,6.87,8.47,-0.09,2.28
22433,328,59.55,7.08,8.15,0.05,5.09
22488,330,64.80,7.46,8.19,-0.05,4.85
22543,331,55.32,7.61,7.80,-0.05,3.99
22598,333,60.17,7.75,6.82,-0.05,8.15
22653,334,64.79,7.61,5.65,0.00,3.99
22709,336,69.06,7.30,4.55,0.05,4.48
22764,337,74.00,6.62,4.39,-0.05,5.58
22819,339,78.83,6.54,4.45,0.00,6.07
22874,340,83.12,6.46,4.04,-0.14,4.24
22929,342,87.79,5.71,2.96,0.00,2.89
22984,343,91.51,5.17,3.03,0.10,0.94
23040,345,81.73,4.79,3.33,0.00,0.69
23101,347,71.39,4.37,3.07,-0.14,0.94
23156,348,61.57,4.22,2.28,-0.19,3.26
23212,350,65.68,4.50,2.33,0.20,2.04
23267,351,55.92,4.76,3.46,0.15,2.89
23322,353,46.47,5.23,3.85,0.10,2.28
23377,354,36.81,5.80,3.78,0.00,1.79
23432,356,41.84,6.25,3.79,0.05,2.77
23487,357,46.36,6.33,4.15,-0.05,2.16
23542,359,51.27,5.32,3.83,-0.14,1.91
23597,360,55.62,5.41,3.60,-0.05,1.91
23652,362,60.27,5.29,4.19,-0.05,0.81
23707,363,64.44,5.39,4.39,-0.05,2.28
23762,365,68.89,5.46,4.62,0.00,2.65
23824,367,72.95,5.03,4.73,0.10,1.91
23879,368,76.91,4.90,4.67,0.10,2.16
23934,370,80.71,4.75,4.89,0.15,3.63
23990,371,84.75,4.77,4.25,0.00,3.87
24045,373,88.34,4.86,3.35,-0.09,5.34
24100,374,91.71,5.33,2.30,-0.09,5.09
24155,376,95.28,5.19,1.50,0.10,3.87
24210,377,98.64,5.12,0.99,0.05,4.48
24265,379,103.21,4.66,0.86,-0.14,5.46
24321,380,106.42,4.61,0.88,0.00,4.48
24376,382,109.56,4.91,0.49,-0.05,2.28
24431,383,112.88,4.14,0.21,0.05,3.14
24486,385,101.85,3.81,0.24,0.00,2.53
24541,386,90.77,3.36,0.31,0.05,4.85
24596,388,80.86,2.68,0.32,0.00,2.89
24651,389,70.90,2.73,0.40,-0.05,3.75
24706,391,60.96,2.61,0.38,0.10,1.67
24761,392,65.51,2.20,0.53,-0.14,2.53
24816,394,55.73,2.05,0.60,0.05,2.16
24871,395,46.17,2.36,0.24,0.00,3.01
24927,397,50.27,2.99,-0.06,0.10,3.87
24982,398,55.08,2.93,-0.22,-0.05,2.89
25037,400,59.68,3.30,0.13,-0.05,3.01
25092,401,63.80,2.69,1.05,0.05,9.98
25147,403,67.06,1.88,3.13,-0.09,6.80
25202,404,58.33,2.69,5.35,-0.05,2.77
25257,406,47.91,3.52,6.60,-0.05,1.30
25313,407,51.94,4.15,7.18,-0.24,1.67
25368,409,55.67,4.65,7.42,0.05,3.87
25423,410,60.19,4.81,7.65,-0.14,3.01
25478,412,66.17,3.24,7.85,-0.05,3.50
25533,413,70.10,2.96,7.84,-0.05,2.65
25588,415,74.32,3.02,8.22,-0.05,1.43
25644,416,77.95,3.04,8.58,0.00,3.63
25699,418,81.96,3.06,8.19,0.10,1.55
25754,419,85.38,2.85,7.89,-0.05,3.38
25809,421,88.80,3.23,7.70,0.05,3.26
25864,422,91.84,3.07,6.74,-0.19,1.67
25919,424,94.92,2.75,6.63,0.00,3.87
25974,425,98.06,2.52,6.89,0.00,2.40
26029,427,101.29,2.11,6.55,0.00,2.89
26084,428,104.44,1.49,6.62,0.05,4.36
26139,430,107.20,1.45,6.99,0.25,5.46
26194,431,110.23,1.88,7.14,-0.05,4.36
26250,433,113.05,1.85,6.75,-0.19,7.05
26305,434,115.51,2.22,6.00,-0.09,3.87
26360,436,117.70,2.07,4.97,0.00,3.75
26415,437,119.60,2.02,4.51,0.05,5.34
26470,439,122.57,2.58,5.11,-0.14,4.36
26525,440,110.45,2.47,5.16,0.00,5.21
26580,442,113.53,3.01,4.47,-0.09,6.31
26636,443,116.47,3.06,3.46,0.10,4.36
26691,445,119.64,3.23,2.84,0.05,8.27
26746,446,121.78,3.38,2.32,0.10,6.92
26801,448,124.96,2.77,1.83,-0.09,6.19
26856,449,128.21,1.99,1.28,0.00,4.97
26911,451,131.83,1.16,0.94,-0.05,5.46
26967,452,134.98,0.91,1.22,0.00,1.30
27022,454,123.09,0.89,1.21,-0.09,1.79
27077,455,111.58,0.91,0.55,0.10,2.65
27132,457,99.61,1.41,-1.01,-0.05,0.81
27188,458,101.67,1.47,-1.26,0.05,3.99
27243,460,89.48,2.35,-0.08,0.05,3.99
27298,461,78.37,2.96,1.37,0.00,4.11
27353,463,66.69,4.05,2.14,0.10,4.97
27408,464,69.09,4.74,2.94,0.30,3.63
27463,466,72.62,5.25,3.25,-0.09,2.28
27518,467,74.54,5.53,2.57,0.00,2.16
27574,469,77.70,4.43,1.65,-0.09,2.53
27629,470,81.67,2.47,1.71,0.00,4.11
27684,472,85.94,1.78,2.38,-0.09,3.99
27739,473,90.80,0.60,2.69,0.05,3.38
27794,475,81.62,-0.34,2.01,0.05,4.36
27849,476,85.46,-0.43,1.62,-0.14,4.85
27905,478,75.81,-0.88,1.31,0.10,3.38
27960,479,81.06,-0.74,0.95,-0.09,4.24
28015,481,86.06,-0.41,0.95,0.10,2.77
28070,482,75.71,0.11,0.69,-0.09,5.34
28125,484,67.11,0.67,-0.58,-0.05,6.68
28180,485,72.06,1.34,-1.92,0.00,3.75
28235,487,77.17,2.68,-2.48,0.00,3.26
28290,488,67.36,3.29,-3.05,0.05,4.97
28345,490,58.07,3.00,-3.63,0.05,3.26
28400,491,48.96,2.82,-4.09,-0.05,2.28
28455,493,40.05,2.32,-3.91,0.05,3.14
28511,494,31.12,1.92,-3.41,0.00,4.60
28566,496,36.14,2.09,-3.13,-0.05,6.56
28621,497,41.12,2.52,-2.42,0.00,4.11
28676,499,45.93,2.35,-1.45,0.10,4.11
28731,500,50.16,2.30,-0.23,0.10,5.09
28786,502,53.97,2.28,1.04,-0.05,4.97
28841,503,58.04,2.67,1.73,0.00,4.48
28897,505,48.51,2.67,2.11,0.00,5.34
28952,506,52.83,2.21,1.86,0.00,3.38
29007,508,56.79,2.06,1.38,-0.14,2.04
29062,509,60.93,1.64,1.53,-0.05,1.67
29117,511,65.49,1.28,1.66,0.15,1.18
29172,512,69.41,0.92,1.81,0.05,3.01
29228,514,73.85,0.35,1.89,0.05,4.48
29283,515,78.34,0.20,1.60,0.05,4.11
29338,517,83.07,-0.16,1.24,0.10,6.07
29393,518,88.36,0.26,0.89,0.00,4.85
29448,520,93.24,0.28,0.18,0.05,3.50
29503,521,97.99,1.04,-0.43,0.15,4.48
29558,523,87.87,1.73,-1.43,0.05,5.21
29613,524,78.30,2.24,-2.70,0.15,2.40
29668,526,82.19,2.37,-3.34,0.00,2.16
29723,527,72.59,2.28,-2.46,-0.05,2.28
29778,529,62.78,1.92,-1.81,0.00,3.01
29840,531,51.92,0.99,-1.44,0.05,4.24
29895,532,41.72,0.77,-0.78,-0.09,3.38
29950,534,31.96,1.09,0.13,-0.09,2.04
30006,535,36.56,0.91,0.84,0.05,2.65
30061,537,41.01,1.26,1.16,0.25,2.16
30116,538,45.34,2.34,1.24,-0.05,2.16
30171,540,50.07,2.09,0.92,-0.09,1.79
30226,541,54.84,2.10,0.75,-0.14,0.81
30281,543,59.54,2.26,0.68,0.05,0.69
30337,544,64.24,2.11,0.97,-0.09,1.67
30392,546,68.92,1.59,1.38,0.00,2.28
30447,547,73.99,1.06,1.13,0.00,3.50
30502,549,79.41,1.25,1.10,-0.14,4.11
30557,550,83.93,2.04,0.95,0.20,3.75
30612,552,88.97,3.33,0.37,-0.09,5.58
30667,553,92.94,3.96,-0.70,0.05,2.65
30722,555,96.06,4.47,-1.70,-0.05,2.28
30777,556,85.46,4.27,-1.29,0.05,1.18
30832,558,74.89,4.41,-0.78,0.00,4.60
30887,559,64.33,4.60,-0.43,0.00,3.26
30943,561,53.76,5.30,0.01,0.00,4.48
30998,562,43.28,5.47,0.33,0.10,1.30
31053,564,46.78,5.94,0.69,-0.09,1.18
31108,565,51.02,5.89,1.20,0.05,2.89
31163,567,55.53,5.98,0.95,0.10,1.79
31218,568,59.87,5.85,0.55,0.05,0.69
31273,570,64.16,5.69,0.74,0.05,2.28
31335,572,68.87,5.19,0.68,0.05,1.30
31390,573,74.18,4.46,0.85,0.00,3.87
31446,575,79.30,4.26,0.74,-0.05,4.97
31501,576,84.47,4.46,0.25,0.05,2.89
31556,578,89.32,5.03,-0.15,0.05,2.65
31611,579,93.87,5.58,-0.57,0.05,2.89
31666,581,83.30,5.90,-1.51,-0.14,2.28
31721,582,73.14,6.04,-2.25,0.00,1.67
31776,584,63.60,5.61,-2.48,-0.05,3.63
31832,585,53.88,5.29,-2.31,0.05,2.53
31887,587,43.54,5.84,-1.93,-0.05,6.56
31942,588,33.58,6.52,-1.22,0.10,1.67
31997,590,24.55,6.85,-0.68,-0.09,0.81
32053,591,29.05,7.66,-0.05,0.10,1.79
32108,593,33.92,8.30,0.82,0.00,4.85
32163,594,38.74,8.72,0.83,-0.14,2.65
32218,596,43.53,8.61,0.34,-0.05,1.30
32273,597,48.42,8.42,0.07,0.10,0.69
32328,599,53.35,8.08,0.37,0.05,0.69
32384,600,58.55,7.71,0.57,0.10,1.79
32439,602,63.38,7.54,0.83,-0.14,2.53
32494,603,68.40,7.00,0.53,0.05,3.26
32549,605,73.59,7.37,0.45,0.00,5.70
32604,606,77.84,7.45,0.42,0.10,3.14
32659,608,68.18,7.55,0.21,0.15,8.64
32714,609,72.83,8.42,-1.01,0.00,3.87
32770,611,77.92,8.77,-2.25,0.05,3.63
32825,612,82.30,9.19,-2.86,0.00,3.99
32880,614,72.27,8.88,-2.92,-0.05,6.31
32935,615,63.27,7.95,-2.73,-0.09,6.31
32991,617,53.72,7.20,-2.84,-0.09,6.80
33046,618,58.28,6.67,-2.54,0.10,5.09
33101,620,62.68,6.00,-1.54,0.00,5.09
33156,621,52.68,6.25,-0.80,-0.14,3.50
33211,623,56.90,6.26,-0.18,-0.09,1.06
33266,624,60.31,6.42,-0.05,-0.05,2.04
33321,626,63.86,6.70,-0.31,0.05,3.26
33377,627,68.12,6.92,-0.35,-0.19,0.81
33432,629,72.02,6.80,-0.12,-0.24,2.89
33487,630,76.10,6.69,0.21,0.10,1.67
33542,632,80.02,6.42,0.47,0.00,3.01
33597,633,84.24,6.78,0.30,0.10,4.85
33652,635,88.79,7.68,0.19,0.10,4.24
33708,636,94.30,7.24,-0.24,0.00,3.63
33763,638,84.49,7.91,-1.94,0.10,3.99
33818,639,88.05,7.95,-3.14,-0.14,3.14
33873,641,78.52,7.31,-2.55,-0.05,4.36
33928,642,69.10,7.12,-1.90,0.10,2.89
33983,644,58.98,6.96,-1.80,-0.09,2.77
34038,645,48.63,6.67,-1.53,-0.09,2.65
34093,647,38.03,6.83,-1.45,-0.05,4.24
34148,648,43.07,6.75,-0.65,0.00,2.40
34203,650,48.02,7.07,-0.12,0.00,5.70
34258,651,52.60,7.69,-0.32,-0.05,1.06
34314,653,56.84,7.86,0.02,0.05,1.55
34369,654,61.26,7.55,0.24,0.05,1.67
34424,656,65.32,7.50,0.33,-0.05,0.57
34479,657,69.91,7.20,0.80,-0.09,0.57
34534,659,59.99,7.34,0.85,-0.05,3.87
34589,660,64.51,7.69,0.60,0.10,3.38
34644,662,69.39,8.06,0.52,0.10,2.04
34700,663,74.43,8.27,0.46,0.10,3.63
34755,665,79.41,7.95,-0.78,0.10,4.73
34810,666,84.32,8.40,-1.74,-0.14,3.99
34865,668,89.05,8.57,-2.50,0.00,5.58
34920,669,78.40,8.06,-3.21,-0.09,6.07
34975,671,68.56,7.28,-3.46,0.00,7.66
35031,672,59.00,6.09,-3.79,0.00,6.19
35086,674,49.31,5.32,-3.99,0.00,4.85
35141,675,53.98,5.02,-3.57,-0.09,3.14
35196,677,44.44,4.55,-3.05,-0.09,3.38
35258,679,48.95,4.91,-2.85,0.00,0.94
35313,680,53.93,4.87,-1.73,0.10,3.75
35368,682,43.59,5.32,-1.06,0.15,2.89
35424,683,48.11,6.06,-1.10,-0.09,1.79
35479,685,52.99,6.58,-1.05,-0.14,4.60
35534,686,58.14,6.58,-0.39,-0.09,2.28
35589,688,48.77,6.70,-0.01,0.15,1.18
35644,689,39.27,6.34,-0.07,-0.05,2.28
35699,691,43.94,6.47,0.33,0.15,3.01
35755,692,49.47,6.62,0.39,0.00,2.89
35810,694,55.11,6.96,0.30,0.00,5.82
35865,695,60.34,7.39,-0.10,-0.05,3.63
35920,697,65.61,7.77,-1.60,-0.09,4.60
35975,698,69.94,7.85,-2.86,-0.05,4.48
36030,700,75.76,7.83,-2.66,0.10,3.99
36085,701,66.04,7.39,-2.79,-0.09,4.24
36141,703,71.43,6.78,-3.70,0.15,3.14
36196,704,75.83,6.56,-3.78,-0.14,1.79
36251,706,65.90,6.69,-3.73,0.00,1.67
36306,707,56.01,6.29,-4.08,-0.05,2.53
36362,709,46.02,5.47,-4.02,-0.05,3.14
36417,710,36.29,5.53,-3.70,0.05,6.07
36472,712,42.26,5.33,-2.93,-0.05,3.87
36527,713,33.45,5.96,-1.88,-0.05,2.16
36582,715,39.14,6.76,-1.19,0.20,4.85
36637,716,43.86,7.19,-1.02,0.15,1.79
36692,718,48.31,7.80,-0.79,0.00,4.73
36748,719,52.97,7.75,-0.45,0.00,2.16
36803,721,57.96,7.97,-0.29,-0.09,2.04
36858,722,62.80,7.92,-0.07,0.05,2.65
36913,724,67.37,7.17,-0.11,-0.05,2.28
36968,725,71.30,6.82,-0.00,0.25,1.79
37023,727,75.65,6.67,0.28,0.20,3.50
37079,728,79.41,6.10,0.08,0.10,3.01
37134,730,82.95,6.36,-0.10,0.10,4.60
37189,731,87.38,6.79,-0.27,0.00,6.31
37244,733,76.92,6.76,-1.35,0.10,5.58
37306,735,81.36,7.18,-2.47,0.10,4.60
37361,736,85.47,6.47,-3.48,-0.05,6.44
37416,738,89.06,6.43,-3.99,-0.09,5.95
37472,739,93.14,5.74,-4.44,0.00,5.95
37527,741,97.03,5.46,-5.15,0.05,5.21
37582,742,101.41,4.72,-6.19,-0.05,4.11
37637,744,105.67,4.37,-6.52,0.05,1.67
37692,745,95.34,4.31,-6.34,0.05,1.67
37747,747,84.62,5.15,-6.59,-0.05,1.43
37803,748,74.37,4.76,-7.50,-0.14,2.28
37858,750,77.87,4.96,-7.87,0.10,5.34
37913,751,82.29,4.70,-6.64,0.05,2.04
37968,753,71.41,5.20,-5.76,0.00,3.99
38023,754,60.55,5.21,-5.63,-0.14,2.65
38078,756,64.31,5.28,-5.84,0.10,2.77
38133,757,68.06,5.53,-5.58,0.00,3.87
38189,759,72.02,5.47,-5.22,-0.05,3.14
38250,761,76.28,5.38,-5.57,0.00,2.65
38305,762,80.41,5.13,-5.58,-0.14,4.73
38360,764,70.43,5.82,-5.82,0.05,2.04
38415,765,75.21,5.97,-5.78,0.00,1.79
38470,767,64.98,6.21,-5.62,0.15,5.95
38525,768,68.96,6.09,-5.84,-0.05,1.67
38581,770,73.42,5.25,-5.50,-0.14,1.55
38636,771,63.08,5.26,-5.60,-0.05,3.75
38691,773,67.74,5.30,-6.26,0.10,5.34
38746,774,72.16,5.33,-6.36,0.05,4.36
38801,776,76.73,5.92,-6.54,-0.05,4.60
38856,777,80.40,5.88,-7.37,0.05,3.99
38912,779,84.55,5.19,-8.15,-0.05,4.24
38967,780,89.15,5.75,-8.79,0.00,4.24
39022,782,93.00,5.68,-8.77,0.10,3.14
39077,783,83.10,5.20,-8.50,-0.09,2.53
39132,785,73.26,4.62,-8.91,0.00,2.53
39187,786,77.60,4.71,-9.14,-0.09,1.30
39242,788,67.60,4.16,-8.71,0.05,2.89
39298,789,72.44,3.62,-8.49,0.10,2.16
39353,791,62.30,3.84,-8.67,0.05,1.43
39408,792,52.71,3.41,-8.76,0.05,2.04
39463,794,43.42,3.29,-8.89,0.05,2.53
39525,796,34.18,3.35,-9.04,-0.05,2.04
39580,797,24.82,3.12,-9.64,-0.14,3.01
39635,799,16.41,2.40,-10.04,-0.24,2.77
39691,800,22.55,2.76,-9.79,0.00,2.28
39746,802,29.12,2.63,-9.02,0.00,13.52
39801,803,31.65,2.65,-7.25,0.10,6.44
39856,805,36.34,1.50,-4.66,-0.05,3.26
39911,806,26.61,2.23,-3.15,-0.14,1.55
39966,808,31.64,2.26,-2.54,-0.09,2.28
40022,809,37.04,2.87,-2.38,0.00,1.91
40077,811,41.76,2.61,-2.12,0.00,4.11
40132,812,47.23,2.10,-1.40,-0.09,2.28
40187,814,38.92,0.93,-1.12,0.10,5.46
40242,815,43.94,0.97,-1.27,0.05,3.50
40297,817,49.05,1.26,-1.05,0.00,3.26
