Calibrando IMU...
IMU lista
Calibrando sensores...
Sensores listos
Sistema listo
t,row,roll,pitch,yaw,i_arduino,i_servos
25088,179,36.27,5.16,-3.76,0.04,2.47
25143,181,28.33,6.25,-4.65,0.13,3.57
25198,182,19.46,6.05,-5.74,-0.01,1.37
25253,184,11.59,5.66,-5.48,-0.01,1.74
25308,185,4.03,5.47,-5.01,-0.01,3.21
25363,187,-3.93,6.38,-5.04,-0.01,3.70
25418,188,-11.52,6.24,-4.01,-0.01,1.74
25474,190,-19.38,6.56,-3.26,-0.01,2.60
25529,191,-13.46,7.11,-2.58,-0.11,2.35
25584,193,-7.30,7.26,-2.28,0.09,0.76
25639,194,-0.90,6.95,-2.49,0.09,1.74
25695,196,5.35,6.11,-2.94,-0.06,0.15
25750,197,11.80,6.05,-2.88,0.04,0.64
25805,199,18.53,5.84,-2.76,-0.01,2.35
25860,200,24.76,5.80,-2.61,0.04,1.74
25915,202,31.62,5.86,-2.52,-0.06,5.41
25970,203,37.22,5.70,-2.97,0.09,3.33
26025,205,43.78,5.23,-3.32,0.09,4.31
26087,207,51.66,6.91,-3.39,0.04,6.87
26142,208,57.67,6.79,-3.86,-0.06,4.06
26198,210,49.36,7.41,-4.91,-0.06,3.70
26253,211,40.12,8.38,-6.15,-0.11,4.43
26308,213,45.96,8.11,-6.50,-0.06,5.04
26363,214,38.58,6.95,-5.78,0.04,3.94
26418,216,29.61,6.49,-5.69,-0.01,5.77
26473,217,20.58,6.48,-5.66,0.04,4.55
26528,219,11.54,6.37,-5.07,-0.16,2.60
26584,220,17.17,6.53,-4.59,-0.01,1.13
26639,222,22.68,7.24,-4.20,-0.06,0.64
26694,223,27.77,7.27,-4.14,0.04,3.21
26749,225,33.12,7.32,-4.08,-0.16,3.21
26805,226,38.46,7.36,-3.79,0.04,0.76
26860,228,43.47,7.44,-3.76,-0.16,3.21
26915,229,48.39,7.11,-3.64,-0.16,1.37
26970,231,54.08,7.34,-3.25,0.09,2.47
27025,232,59.26,7.72,-3.36,-0.11,4.18
27080,234,64.33,8.37,-3.79,-0.06,4.43
27136,235,70.60,8.69,-4.28,-0.01,2.72
27191,237,62.04,8.44,-5.28,0.04,1.62
27246,238,52.50,8.15,-6.76,-0.01,3.08
27301,240,57.93,8.12,-7.11,0.09,2.84
27356,241,49.42,7.68,-6.69,0.09,4.80
27411,243,40.77,7.48,-6.20,-0.01,3.33
27466,244,32.06,7.20,-5.99,-0.06,3.57
27522,246,22.36,7.20,-6.12,-0.01,4.55
27583,248,28.06,7.29,-5.48,0.04,2.35
27638,249,33.34,7.49,-4.93,-0.06,3.08
27693,251,38.33,7.80,-5.10,0.09,3.45
27748,252,43.19,8.80,-4.62,0.09,2.35
27803,254,34.31,8.71,-4.21,-0.01,7.85
27858,255,39.85,8.89,-4.50,-0.06,0.64
27914,257,45.49,8.51,-4.22,0.04,0.89
27969,258,37.21,8.24,-4.29,-0.21,3.45
28024,260,43.27,7.75,-4.59,0.04,5.77
28079,261,49.63,7.97,-4.78,-0.01,4.43
28134,263,55.12,8.96,-6.00,0.04,6.63
28189,264,60.77,8.76,-6.85,-0.01,2.72
28244,266,66.51,9.01,-7.10,-0.01,1.62
28300,267,58.29,8.78,-8.15,0.13,4.80
28355,269,48.34,8.68,-9.19,0.04,6.26
28410,270,40.19,7.99,-9.00,-0.21,4.43
28465,272,32.14,7.53,-9.05,-0.21,5.04
28520,273,23.44,6.66,-8.81,-0.01,4.18
28575,275,15.06,5.97,-8.76,0.18,8.22
28631,276,6.52,5.73,-9.43,0.09,3.94
28686,278,12.15,4.99,-8.77,-0.06,1.25
28741,279,4.43,4.85,-7.87,-0.01,3.21
28796,281,-3.52,5.48,-7.52,0.04,1.74
28852,282,2.81,6.08,-7.51,-0.11,1.99
28907,284,9.73,6.67,-7.24,-0.06,3.21
28962,285,16.34,7.39,-6.40,0.09,1.50
29017,287,8.42,7.32,-6.15,-0.06,1.13
29072,288,15.13,7.01,-6.21,-0.16,1.74
29127,290,21.04,7.02,-5.78,0.09,1.62
29182,291,28.02,6.80,-5.91,0.09,3.70
29238,293,20.19,6.82,-6.14,0.13,6.26
29293,294,26.95,7.41,-6.75,-0.11,3.57
29348,296,33.66,7.24,-8.10,-0.06,5.53
29403,297,39.27,7.27,-8.93,-0.01,4.18
29458,299,31.71,7.53,-8.89,-0.06,3.70
29513,300,23.69,7.61,-9.37,-0.01,3.70
29569,302,30.09,7.12,-10.36,-0.06,3.33
29624,303,36.30,6.64,-10.14,-0.06,2.35
29679,305,28.09,6.58,-10.01,-0.06,3.21
29734,306,19.50,6.38,-10.32,0.04,2.35
29789,308,11.44,5.87,-10.22,-0.16,3.57
29844,309,3.62,6.13,-9.57,-0.01,6.26
29899,311,-3.71,5.65,-8.62,-0.01,3.33
29954,312,-10.76,6.11,-8.23,-0.01,1.74
30009,314,-17.58,6.20,-7.72,-0.01,4.92
30064,315,-11.08,6.02,-7.31,0.09,0.64
30119,317,-4.12,6.92,-7.05,-0.01,3.94
30175,318,2.23,7.30,-6.66,0.04,1.50
30230,320,9.07,7.94,-6.39,0.04,1.86
30285,321,1.23,8.00,-6.03,-0.26,1.62
30340,323,8.16,7.27,-6.21,-0.16,1.50
30395,324,14.39,6.88,-5.89,-0.01,1.86
30450,326,6.80,7.04,-5.68,-0.01,3.70
30505,327,13.42,7.04,-5.95,-0.01,0.89
30561,329,20.28,6.79,-6.21,-0.01,5.53
30616,330,27.09,7.09,-6.19,-0.01,4.43
30671,332,33.57,6.98,-6.92,0.04,4.31
30726,333,39.35,6.93,-7.88,-0.11,4.67
30781,335,30.78,6.90,-8.69,-0.06,6.87
30836,336,36.59,7.21,-9.28,-0.06,5.16
30892,338,43.23,6.83,-9.64,0.04,6.02
30947,339,49.91,6.00,-10.05,-0.06,4.55
31002,341,55.74,5.09,-10.73,-0.01,3.08
31057,342,61.29,5.16,-10.86,-0.01,1.99
31112,344,51.96,5.30,-10.44,-0.01,0.40
31167,345,42.94,5.43,-10.68,0.23,1.01
31222,347,33.22,5.10,-11.32,0.04,3.08
31277,348,38.58,5.09,-11.50,0.09,2.47
31332,350,43.39,5.26,-10.41,-0.06,4.55
31387,351,34.39,5.61,-9.32,-0.06,2.11
31442,353,25.82,5.63,-9.18,0.04,1.74
31504,355,30.73,5.92,-9.42,0.04,2.35
31559,356,36.09,5.64,-9.12,-0.06,3.21
31614,358,27.14,5.47,-9.09,0.09,2.72
31670,359,33.43,4.71,-9.76,-0.11,3.45
31725,361,39.05,4.65,-9.78,-0.11,5.04
31780,362,30.35,4.88,-9.32,-0.06,1.01
31835,364,36.11,4.09,-9.05,-0.06,1.37
31890,365,41.82,3.81,-8.83,-0.16,0.89
31945,367,46.76,3.68,-9.04,-0.06,1.74
32001,368,51.71,3.30,-8.81,-0.01,1.86
32056,370,56.11,3.77,-8.62,-0.11,2.47
32111,371,60.94,3.88,-9.37,-0.06,3.94
32166,373,65.32,3.89,-10.28,0.09,5.90
32221,374,69.73,4.32,-10.90,0.09,4.31
32276,376,74.60,4.08,-11.63,-0.01,4.80
32331,377,78.84,4.67,-11.92,0.13,4.18
32386,379,69.01,4.64,-12.39,-0.11,3.57
32441,380,73.61,4.93,-12.77,-0.01,4.43
32496,382,78.34,4.11,-13.11,0.04,1.74
32551,383,68.78,3.21,-13.29,-0.01,3.08
32607,385,73.62,3.15,-13.34,-0.01,2.23
32662,386,78.15,2.95,-13.31,0.04,1.86
32717,388,69.17,2.33,-13.23,-0.06,1.50
32772,389,59.48,2.33,-13.07,0.09,3.94
32827,391,49.96,2.09,-13.06,-0.26,1.99
32882,392,41.03,2.03,-13.07,-0.11,2.47
32937,394,46.58,2.21,-13.12,-0.06,3.45
32993,395,37.50,3.12,-13.19,0.13,2.72
33048,397,28.19,3.27,-13.69,-0.01,1.62
33103,398,33.67,3.51,-13.95,0.13,1.50
33158,400,39.38,3.62,-13.19,-0.06,1.01
33213,401,45.28,3.85,-12.69,0.09,9.81
33268,403,35.75,2.63,-10.69,0.09,5.16
33324,404,27.42,3.78,-8.57,-0.11,3.57
33379,406,17.64,4.82,-7.59,-0.11,2.11
33434,407,22.73,5.47,-7.27,0.04,1.37
33489,409,27.46,5.66,-6.92,-0.01,1.99
33544,410,32.79,5.19,-6.15,-0.06,3.08
33599,412,25.08,4.39,-5.92,0.04,2.72
33654,413,31.55,3.61,-6.21,-0.01,2.72
33709,415,37.33,4.07,-5.89,-0.06,4.67
33764,416,42.54,4.21,-5.25,-0.11,2.60
33819,418,48.30,4.06,-4.67,-0.11,2.60
33874,419,53.50,4.22,-4.49,-0.06,3.33
33930,421,58.18,4.11,-4.97,-0.01,2.11
33985,422,62.15,3.92,-5.16,-0.21,3.94
34040,424,66.77,3.64,-5.30,0.04,1.50
34095,425,70.56,3.45,-5.70,0.04,2.23
34150,427,74.36,2.59,-5.85,-0.11,5.53
34205,428,78.72,2.27,-5.48,-0.01,3.94
34260,430,82.51,2.26,-5.46,-0.16,3.82
34322,432,86.48,2.41,-5.70,-0.06,8.34
34377,433,89.95,2.68,-6.05,-0.06,4.31
34433,435,93.33,3.35,-6.33,-0.11,4.06
34488,436,96.47,2.87,-7.12,0.09,5.16
34543,438,99.63,3.09,-7.58,0.09,6.38
34598,439,103.05,3.57,-7.57,-0.06,4.80
34653,441,106.02,3.67,-8.00,-0.01,6.51
34708,442,109.24,3.53,-8.56,-0.06,5.16
34763,444,112.32,3.31,-9.17,0.04,5.41
34818,445,114.67,4.12,-9.31,0.04,6.38
34873,447,118.59,2.87,-9.50,-0.01,4.67
34928,448,122.11,2.75,-10.11,-0.01,4.80
34983,450,111.07,2.99,-11.22,0.04,3.45
35039,451,114.59,2.82,-11.02,-0.21,1.62
35094,453,104.65,2.86,-10.24,0.13,5.16
35149,454,94.14,3.12,-10.58,-0.06,1.25
35204,456,82.78,3.65,-12.44,-0.01,0.89
35259,457,84.89,3.21,-13.55,-0.06,3.08
35314,459,73.92,3.69,-12.30,-0.11,4.06
35369,460,63.17,4.40,-10.87,-0.06,2.60
35425,462,52.96,4.68,-10.00,0.13,6.87
35480,463,56.00,5.92,-9.36,-0.21,4.43
35535,465,59.49,6.33,-8.06,0.09,6.99
35590,466,63.10,6.13,-7.57,-0.16,4.55
35645,468,65.31,6.28,-8.49,0.04,2.47
35700,469,68.16,4.71,-8.78,-0.01,2.84
35756,471,73.30,3.49,-8.87,0.04,3.21
35817,473,77.43,2.39,-8.90,0.09,2.60
35872,474,81.65,2.10,-8.57,-0.06,4.80
35928,476,86.62,1.08,-8.62,-0.01,3.57
35983,477,90.25,0.26,-9.19,0.04,2.72
36038,479,94.96,0.59,-9.93,0.18,6.38
36093,480,99.04,0.75,-10.59,-0.06,4.18
36149,482,102.79,1.00,-11.84,-0.11,3.70
36204,483,106.04,2.22,-12.63,-0.06,4.67
36259,485,95.71,2.89,-13.35,-0.01,4.92
36314,486,85.76,3.26,-14.16,-0.11,4.80
36369,488,76.21,3.45,-15.31,0.04,3.70
36424,489,66.37,2.65,-16.13,0.13,4.18
36480,491,56.68,2.70,-16.37,-0.11,2.23
36535,492,47.64,2.23,-16.18,-0.01,2.84
36590,494,38.32,2.27,-15.96,-0.01,2.35
36645,495,28.96,2.85,-15.70,0.04,3.33
36700,497,34.63,3.43,-15.10,0.23,5.28
36755,498,25.35,3.63,-14.47,0.04,3.82
36810,500,16.27,3.15,-14.05,0.04,6.02
36872,502,21.65,3.19,-13.70,-0.16,3.21
36927,503,28.18,3.48,-13.02,0.13,5.41
36982,505,33.82,4.05,-12.60,-0.06,8.58
37037,506,39.69,3.76,-12.32,-0.01,5.90
37092,508,44.72,3.62,-12.46,-0.16,4.31
37147,509,49.86,2.98,-12.62,0.13,3.82
37202,511,53.30,1.14,-12.62,-0.06,4.43
37264,513,42.69,0.58,-12.96,-0.01,3.08
37319,514,48.03,0.18,-13.61,-0.11,3.33
37374,516,52.94,-0.18,-13.47,-0.11,3.33
37430,517,57.86,-0.54,-13.10,-0.01,3.70
37485,519,64.50,-0.44,-12.89,-0.06,6.02
37540,520,69.88,0.32,-13.19,0.04,3.70
37595,522,75.15,1.35,-14.06,0.04,2.72
37650,523,80.01,2.44,-15.84,0.18,2.84
37705,525,84.34,2.79,-17.30,0.09,3.82
37761,526,88.87,2.78,-17.17,-0.01,2.47
37816,528,79.38,2.50,-16.20,-0.01,4.06
37871,529,69.46,2.20,-15.86,0.09,4.43
37926,531,58.82,1.28,-15.82,-0.06,4.67
37981,532,49.01,1.18,-15.42,-0.01,4.18
38036,534,37.75,1.21,-14.67,0.13,4.18
38091,535,41.89,1.61,-14.47,-0.01,2.84
38146,537,46.19,1.32,-13.72,-0.01,3.82
38201,538,50.19,1.25,-13.00,0.04,3.70
38256,540,53.96,1.53,-12.92,-0.16,4.43
38311,541,58.64,1.83,-13.43,0.13,1.62
38367,543,63.22,2.49,-13.64,0.09,0.52
38422,544,67.65,1.83,-13.12,-0.06,2.23
38477,546,57.67,1.30,-12.51,-0.06,2.60
38532,547,62.40,0.65,-12.71,-0.01,2.84
38587,549,68.35,-0.03,-13.06,-0.01,4.18
38642,550,74.53,-0.11,-13.56,0.04,2.47
38697,552,65.44,0.66,-14.07,-0.11,1.99
38753,553,56.50,0.90,-14.51,-0.11,3.08
38808,555,47.78,2.30,-15.35,-0.06,1.74
38863,556,52.17,2.02,-16.08,-0.11,1.50
38918,558,42.97,1.39,-15.74,0.04,3.94
38973,559,33.53,1.77,-15.07,-0.11,3.45
39028,561,24.51,2.38,-14.67,0.04,5.16
39084,562,15.11,2.82,-14.50,-0.01,2.35
39139,564,20.47,3.65,-14.04,-0.06,1.50
39194,565,26.35,4.56,-13.35,0.04,2.23
39249,567,31.67,4.64,-13.25,-0.21,1.37
39304,568,36.44,4.17,-13.71,-0.06,0.89
39359,570,41.22,3.43,-13.67,-0.06,1.62
39414,571,46.56,3.42,-13.62,-0.11,1.13
39469,573,52.31,2.53,-13.52,0.13,1.86
39524,574,44.08,2.16,-13.11,-0.01,4.31
39579,576,35.71,2.48,-13.70,-0.06,2.96
39634,577,42.52,2.96,-14.38,-0.16,3.45
39690,579,49.10,3.59,-14.80,-0.11,3.08
39745,580,40.99,3.76,-15.42,-0.16,2.96
39800,582,32.42,3.89,-16.70,0.18,3.08
39855,583,38.28,3.91,-17.12,-0.06,1.50
39910,585,30.04,3.79,-16.68,-0.11,1.86
39965,586,21.49,3.33,-16.53,0.04,3.94
40020,588,12.62,4.05,-16.27,-0.11,3.45
40082,590,3.87,4.73,-15.30,-0.06,1.62
40137,591,9.46,5.57,-14.78,-0.11,2.60
40193,593,14.46,5.13,-13.95,-0.01,2.23
40248,594,19.65,5.14,-13.50,-0.06,3.08
40303,596,25.00,5.29,-13.80,-0.06,0.89
40358,597,30.44,5.14,-14.01,-0.01,0.40
40413,599,36.08,5.06,-13.79,-0.06,0.52
40468,600,42.37,4.83,-13.78,-0.11,1.01
40523,602,48.16,4.61,-13.70,0.09,2.23
40578,603,54.34,4.41,-14.08,-0.11,2.96
40633,605,59.71,4.60,-14.29,0.13,5.65
40688,606,64.48,5.21,-14.47,0.04,4.80
40743,608,70.12,5.71,-14.98,-0.06,8.09
40805,610,74.76,6.62,-16.12,-0.01,4.06
40860,611,65.94,7.16,-17.49,-0.01,3.57
40915,613,55.73,7.22,-18.65,-0.01,6.26
40971,614,47.01,6.22,-18.53,-0.11,5.53
41026,616,38.14,5.68,-18.42,-0.01,4.92
41081,617,29.05,5.28,-18.46,0.23,5.65
41136,619,34.60,5.20,-18.00,0.09,6.87
41191,620,40.42,5.16,-17.06,0.04,5.04
41246,622,30.62,4.69,-16.05,-0.01,4.80
41302,623,21.33,4.66,-15.93,-0.06,2.96
41357,625,26.28,4.51,-15.82,0.04,1.74
41412,626,31.68,4.45,-15.55,-0.06,0.52
41467,628,37.25,4.70,-15.68,-0.11,0.52
41522,629,41.93,4.69,-15.74,-0.01,1.74
41577,631,47.81,4.32,-15.34,-0.06,5.16
41632,632,53.70,4.49,-15.29,-0.01,3.94
41688,634,59.65,5.08,-15.85,0.04,5.65
41743,635,65.28,4.97,-16.42,-0.06,4.55
41798,637,56.92,6.11,-16.98,0.04,3.45
41853,638,62.13,6.23,-18.31,0.04,4.31
41909,640,67.22,6.00,-18.68,-0.16,4.18
41964,641,58.66,5.73,-18.32,-0.01,3.21
42019,643,49.49,5.07,-18.23,-0.01,4.92
42074,644,40.04,4.89,-17.64,0.09,3.45
42129,646,31.34,4.41,-17.37,0.09,0.52
42184,647,21.66,4.96,-17.44,-0.06,2.72
42240,649,27.08,5.61,-17.14,0.23,1.74
42301,651,31.80,6.24,-16.46,-0.06,2.23
42356,652,37.21,6.98,-15.74,-0.01,1.86
42412,654,41.94,7.47,-15.57,-0.01,1.86
42467,655,46.59,7.61,-15.73,-0.11,0.40
42522,657,51.25,7.01,-15.28,0.04,1.25
42577,658,56.31,7.13,-14.96,-0.06,1.50
42632,660,61.46,7.56,-15.22,0.18,2.47
42687,661,66.71,7.08,-15.58,-0.11,4.67
42742,663,72.12,7.39,-15.80,-0.11,3.70
42797,664,76.94,7.87,-16.66,-0.01,4.67
42852,666,81.90,7.95,-17.30,-0.06,4.55
42907,667,72.17,8.35,-17.69,0.04,4.06
42962,669,62.84,7.96,-18.99,-0.11,4.92
43024,671,68.32,7.28,-19.54,-0.01,4.31
43079,672,59.17,6.38,-19.36,-0.01,5.90
43134,674,49.53,5.93,-19.15,0.09,5.53
43190,675,40.09,5.75,-18.53,-0.01,3.94
43245,677,30.93,6.16,-18.22,0.09,3.33
43300,678,35.69,5.87,-18.78,-0.06,2.47
43355,680,41.27,5.77,-17.95,-0.01,3.70
43410,681,31.78,6.81,-16.96,-0.01,1.86
43465,683,37.48,6.61,-16.73,-0.06,2.72
43521,684,42.86,6.38,-16.69,-0.06,1.50
43576,686,47.56,6.76,-16.35,-0.01,1.25
43631,687,52.49,6.52,-15.67,-0.11,1.01
43686,689,56.76,5.88,-15.40,-0.01,0.52
43741,690,60.92,6.19,-15.17,0.04,2.96
43796,692,65.93,6.81,-14.89,-0.01,4.18
43851,693,70.63,6.51,-15.22,0.04,3.45
43906,695,75.38,7.25,-16.07,0.04,7.12
43961,696,65.64,7.11,-17.48,-0.01,4.67
44016,698,55.81,7.00,-18.70,-0.06,3.45
44071,699,61.89,7.26,-19.15,0.09,4.31
44127,701,53.14,6.89,-19.29,-0.06,5.28
44182,702,44.43,5.92,-20.01,0.18,2.96
44237,704,50.04,5.81,-19.96,0.13,1.74
44292,705,41.21,5.48,-19.91,0.04,2.23
44347,707,32.22,4.91,-20.42,-0.11,1.99
44402,708,23.81,4.52,-20.62,-0.11,4.06
44457,710,15.10,4.67,-20.12,-0.11,3.45
44513,711,7.09,4.27,-19.08,-0.06,3.45
44568,713,-1.12,4.45,-18.16,0.04,2.72
44623,714,-8.70,4.33,-17.00,-0.06,2.11
44678,716,-2.62,4.78,-16.64,0.09,4.92
44733,717,3.96,5.13,-16.85,0.04,2.35
44788,719,10.61,5.46,-16.55,-0.16,0.64
44844,720,17.26,5.85,-16.17,0.09,2.72
44899,722,23.05,6.46,-15.78,-0.11,1.50
44954,723,28.72,6.01,-15.63,0.04,1.50
45009,725,34.28,5.92,-15.71,-0.01,2.84
45064,726,39.68,5.84,-15.14,-0.06,1.62
45119,728,45.15,5.87,-15.18,-0.06,7.12
45174,729,50.26,5.33,-15.64,0.09,3.21
45229,731,55.42,6.46,-15.94,0.09,3.33
45284,732,60.83,6.89,-16.49,-0.01,4.31
45339,734,65.44,6.97,-17.80,0.04,4.67
45394,735,70.21,6.40,-19.19,0.13,4.18
45450,737,74.07,6.08,-20.31,-0.01,6.99
45505,738,79.00,5.45,-20.86,0.04,4.92
45560,740,83.46,5.53,-21.00,-0.11,3.82
45615,741,88.82,4.63,-21.17,0.13,5.16
45670,743,92.97,4.60,-21.10,-0.16,2.11
45725,744,96.71,4.17,-21.08,-0.06,0.40
45780,746,86.29,4.01,-21.39,-0.06,0.64
45836,747,75.36,4.28,-21.99,0.04,1.86
45891,749,64.68,4.35,-22.64,-0.06,1.86
45946,750,68.80,4.54,-21.81,0.04,3.45
46001,752,59.51,4.55,-20.73,0.04,1.86
46056,753,50.07,4.58,-20.23,0.09,2.47
46111,755,40.08,4.97,-20.50,-0.11,3.57
46167,756,45.11,5.21,-20.38,0.09,2.23
46222,758,50.06,5.10,-19.98,0.04,3.82
46277,759,40.47,4.45,-20.18,-0.01,2.47
46332,761,45.70,4.54,-20.73,0.13,2.35
46388,762,51.03,4.30,-20.34,0.04,2.60
46443,764,41.83,4.58,-20.25,-0.11,1.37
46498,765,47.70,4.75,-20.21,-0.01,1.99
46553,767,38.68,4.98,-20.17,0.04,1.99
46608,768,43.97,5.16,-20.28,-0.01,1.50
46663,770,49.35,4.36,-20.21,0.13,6.26
46718,771,40.18,4.34,-20.34,0.04,2.84
46774,773,46.06,4.42,-20.90,0.04,2.60
46829,774,51.17,4.55,-21.50,-0.06,4.55
46884,776,55.96,5.03,-21.83,-0.01,4.92
46939,777,61.01,4.87,-22.34,-0.11,4.31
46994,779,66.12,4.39,-23.06,-0.01,5.90
47049,780,71.16,4.69,-23.82,0.13,4.18
47105,782,75.26,5.01,-24.24,-0.11,3.94
47160,783,79.63,4.80,-24.39,0.04,3.70
47215,785,84.29,3.70,-24.29,-0.01,2.96
47270,786,88.18,3.71,-24.53,-0.16,1.74
47325,788,91.94,3.65,-24.38,-0.06,2.96
