t,row,roll,pitch,yaw,i_arduino,i_servos
55798,1087,21.34,5.66,-21.27,-0.04,1.27
55853,1089,13.39,5.64,-20.91,0.10,1.15
55908,1090,5.82,5.31,-20.90,-0.19,1.88
55963,1092,12.33,5.20,-20.58,0.01,3.10
56018,1093,19.46,6.35,-20.48,0.05,2.62
56074,1095,26.06,6.69,-20.94,-0.09,7.14
56129,1096,32.56,6.86,-21.85,-0.04,5.30
56184,1098,38.71,6.71,-23.28,0.01,2.86
56239,1099,44.77,6.17,-23.99,-0.14,4.57
56294,1101,36.75,6.17,-23.96,0.05,4.69
56349,1102,28.32,6.32,-24.44,0.01,4.20
56404,1104,35.18,5.23,-25.35,-0.09,2.74
56460,1105,41.50,5.10,-25.19,-0.09,2.25
56515,1107,33.32,4.67,-25.26,-0.09,1.03
56570,1108,24.54,4.30,-26.03,-0.04,2.37
56625,1110,30.64,4.28,-25.85,0.01,3.23
56680,1111,21.62,4.22,-25.30,-0.04,3.72
56735,1113,13.22,4.17,-24.58,-0.09,4.45
56791,1114,19.94,4.21,-23.58,0.10,2.49
56846,1116,25.54,4.86,-22.69,-0.04,7.14
56901,1117,30.52,5.12,-22.45,0.01,2.74
56956,1119,35.91,5.64,-22.41,-0.04,1.88
57012,1120,40.50,5.86,-22.32,0.05,1.52
57067,1122,45.84,6.15,-21.89,0.10,3.23
57122,1123,50.86,6.65,-21.47,0.05,1.64
57177,1125,55.86,6.01,-21.32,-0.09,1.88
57232,1126,60.34,5.95,-21.32,0.05,0.90
57287,1128,64.77,5.81,-20.97,0.01,1.15
57342,1129,69.00,5.73,-21.25,0.01,2.37
57398,1131,73.17,5.64,-21.57,0.15,4.08
57453,1132,77.76,5.72,-21.69,0.01,5.30
57508,1134,81.89,5.49,-22.26,0.05,6.16
57563,1135,71.90,6.27,-23.03,-0.09,4.94
57618,1137,61.58,5.85,-24.04,-0.04,7.26
57673,1138,66.03,5.92,-24.48,-0.04,4.69
57729,1140,70.66,5.60,-24.72,0.01,4.45
57790,1142,61.85,4.83,-25.27,0.05,6.65
57845,1143,67.50,4.26,-25.90,0.01,4.45
57901,1145,72.85,4.17,-25.95,-0.04,1.76
57956,1146,63.76,3.89,-25.67,0.01,1.27
58011,1148,54.45,3.97,-26.06,0.05,1.88
58066,1149,45.50,3.95,-26.77,-0.14,2.62
58122,1151,36.12,4.28,-27.18,-0.09,4.94
58177,1152,27.76,3.88,-26.16,0.10,2.62
58232,1154,19.18,4.05,-25.35,0.01,5.79
58287,1155,10.50,4.12,-25.24,0.05,2.86
58342,1157,16.42,4.37,-25.28,0.01,2.62
58397,1158,22.42,4.56,-25.10,0.10,3.35
58452,1160,28.13,4.69,-25.03,-0.04,3.47
58514,1162,33.84,4.58,-25.29,0.15,3.23
58569,1163,39.78,4.64,-25.06,-0.19,4.33
58625,1165,30.48,4.84,-25.06,0.01,1.64
58680,1166,36.25,4.70,-25.12,0.20,0.66
58735,1168,41.77,4.78,-24.71,0.10,4.81
58790,1169,46.82,4.58,-24.92,-0.09,1.15
58845,1171,52.05,4.33,-24.87,0.05,1.88
58900,1172,42.80,4.00,-24.96,-0.04,3.59
58955,1174,48.34,4.14,-25.65,0.10,5.30
59010,1175,53.81,3.73,-25.95,0.10,4.57
59065,1177,58.80,4.16,-26.18,0.01,5.55
59120,1178,63.32,4.37,-26.84,0.05,5.06
59175,1180,67.48,4.57,-27.68,0.05,4.08
59237,1182,72.26,5.51,-28.43,0.05,6.28
59292,1183,77.67,5.08,-29.02,0.01,4.45
59347,1185,82.19,4.91,-29.20,-0.04,4.33
59403,1186,86.62,3.89,-29.33,-0.09,3.47
59458,1188,90.45,3.80,-29.49,-0.04,3.23
59513,1189,94.44,4.05,-29.24,0.05,2.74
59568,1191,85.04,3.57,-28.49,-0.04,3.72
59623,1192,74.88,3.26,-28.59,0.01,2.37
59678,1194,65.08,2.78,-29.37,0.05,5.55
59734,1195,69.97,2.42,-29.56,-0.04,1.76
59789,1197,59.60,2.68,-29.39,0.10,1.76
59844,1198,49.51,2.23,-29.68,0.01,3.23
59899,1200,39.96,1.68,-30.18,-0.09,4.45
59954,1201,44.97,2.04,-29.89,-0.04,1.52
