time_s,hip_fl_rad,knee_fl_rad,hip_fr_rad,knee_fr_rad,hip_rl_rad,knee_rl_rad,hip_rr_rad,knee_rr_rad,hip_fl_deg,knee_fl_deg,hip_fr_deg,knee_fr_deg,hip_rl_deg,knee_rl_deg,hip_rr_deg,knee_rr_deg
0.425,-1.15646786554225,1.31968589994056,-0.506643088021626,1.76829951495228,-0.624964647063985,1.64281896936473,-1.10783581154422,1.48188778237645,-66.2607278380739,75.6124323495177,-29.0285106631142,101.316099121796,-35.8078366216494,94.126593448631,-63.4743163949344,84.9059156421717
0.45,-1.17216546289369,1.29750198688884,-0.503174380285431,1.75789673663579,-0.595179163613984,1.64047922540174,-1.11119488169599,1.45930092044168,-67.1601339148069,74.3413877585694,-28.8297683494659,100.720063829051,-34.1012541292076,93.9925359944103,-63.6667769377193,83.6117837808646
0.475,-1.19001885577506,1.27542975516619,-0.501430751399045,1.73856813358109,-0.590068320560348,1.64133792966083,-1.12440043804622,1.4305827904666,-68.1830579768984,73.0767420364264,-28.7298657732389,99.6126164501334,-33.8084243924805,94.0417361243057,-64.4233995827094,81.9663561377845
0.5,-1.2079886159974,1.25491718776997,-0.500170482943211,1.70879023273544,-0.6028179678922,1.63630248681639,-1.13050273593497,1.41314400185773,-69.2126493965003,71.9014584976456,-28.6576577096661,97.9064684089183,-34.5389253748758,93.7532265013401,-64.7730354970664,80.9671871506751
0.525,-1.22522888019657,1.23742979364375,-0.501084801646807,1.68247221943767,-0.618509971877049,1.64120744395056,-1.12015761360121,1.43403363218011,-70.2004437728035,70.8995046195314,-28.710044312512,96.398557321787,-35.4380109753102,94.0342598438207,-64.1803036487952,82.164074803736
0.55,-1.24719913612167,1.26555889819982,-0.537601100707497,1.69084829607172,-0.647292637728056,1.63368228452165,-1.13614282432151,1.41121603885724,-71.459246712134,72.5111835920765,-30.8022741321271,96.8784711617963,-37.0871362517082,93.6030999683809,-65.0961887576958,80.8567230076899
0.575,-1.24294729742343,1.29040364148808,-0.567445346632293,1.69085428371977,-0.671328878633997,1.62420977454515,-1.1301491464744,1.40025963562324,-71.2156342995546,73.9346825255794,-32.5122234663684,96.8788142287588,-38.4643114109783,93.060365125332,-64.7527763132952,80.2289673437379
0.6,-1.23394320507113,1.32108459404878,-0.593041195826641,1.68234763788053,-0.693344933255204,1.61280312004299,-1.11216294841598,1.425761819012,-70.6997378094218,75.6925716187489,-33.9787575982579,96.3914193243576,-39.7257384223029,92.4068119639943,-63.7222430750616,81.6901348202825
0.625,-1.22535947651264,1.35158316071789,-0.617496733379735,1.66900687704312,-0.716060669732426,1.60115865484668,-1.08915581180343,1.4535363764675,-70.2079263905343,77.440010770087,-35.3799566857738,95.6270500328805,-41.0272542509791,91.739633253559,-62.4040312484813,83.2814997403265
0.65,-1.21593248546004,1.38199400260087,-0.641268372613747,1.65327441555124,-0.739285745399064,1.58947291758268,-1.06313050259928,1.48175216325491,-69.6677995897127,79.1824236614213,-36.7419712859904,94.7256463880436,-42.3579530655495,91.0700898278328,-60.9128908705609,84.898145238886
0.675,-1.20434141479696,1.41245528540308,-0.664871338209825,1.63622979132063,-0.76331067611642,1.57800920618804,-1.03456122828718,1.50857366180924,-69.0036801606805,80.9277266045427,-38.0943215986381,93.7490613562435,-43.7344801987482,90.413267547364,-59.2759920287258,86.4349039062653
0.7,-1.18949034050557,1.44285826990212,-0.688521712325224,1.61863699415802,-0.787959912575131,1.56653535583507,-1.00499972526802,1.52885263294313,-68.1527762825484,82.6696893009393,-39.4493882193559,92.7410683289961,-45.1467774160523,89.7558643473741,-57.5822426696645,87.5968033651052
