time_s,hip_fl_deg,hip_fl_cmd,knee_fl_deg,knee_fl_cmd,hip_fr_deg,hip_fr_cmd,knee_fr_deg,knee_fr_cmd,hip_rl_deg,hip_rl_cmd,knee_rl_deg,knee_rl_cmd,hip_rr_deg,hip_rr_cmd,knee_rr_deg,knee_rr_cmd
2.475,27.3177116158607,27,175.267833120054,175,34.5107310380768,35,180,180,32.2885188874582,32,179.688794164916,180,35.9590049464802,36,180,180
2.5,26.1158103581573,26,174.100126597036,174,36.3862641124147,36,180,180,33.6324882858107,34,180,180,34.5940299545708,35,179.231962780447,179
2.525,25.0457525193847,25,172.811307372973,173,38.2874545343949,38,180,180,35.0913554332388,35,180,180,33.4429498222355,33,177.976955749577,178
2.55,24.3324293666279,24,171.407500860362,171,40.261804847824,40,180,180,36.9660742845553,37,180,180,32.9721599363206,33,176.313086277597,176
2.575,23.7096325347913,24,170.06499965219,170,42.1891663775108,42,180,180,38.847771478027,39,180,180,32.9612497910285,33,174.800727450946,175
2.6,23.0158491856405,23,168.836511239355,169,44.0711244746016,44,180,180,40.6821993900704,41,180,180,32.7083006524794,33,172.988794968809,173
2.625,22.2187279452807,22,167.705691041243,168,45.9208355309391,46,180,180,42.3732118188837,42,180,180,32.3474124737255,32,171.203224860502,171
2.65,21.4368236586701,21,166.477450374183,166,47.8026157576677,48,180,180,43.7023948861809,44,180,180,31.9441244561761,32,169.434996917751,169
2.675,20.6436488055524,21,165.31059219865,165,49.3990438377959,49,180,180,44.7577696886122,45,180,180,31.61451611871,32,167.636566080541,168
2.7,19.848469954604,20,166.675676164562,167,47.5178963962411,48,180,180,44.0264403762859,44,180,180,30.2107808341431,30,166.456207467211,166
2.725,19.7315330915437,20,168.189815301464,168,45.3918176006252,45,180,180,42.4401828753234,42,179.864192983053,180,28.8286623257307,29,165.338906847049,165
2.75,20.1202880197055,20,169.709238455055,170,43.6013954813653,44,180,180,40.9378640521403,41,179.115614197207,179,28.5003789820873,29,166.69286781174,167
2.775,20.5377185201121,21,171.474481327081,171,41.9324353731159,42,180,180,39.4918139598467,39,178.323857616274,178,28.8569132659835,29,168.295125853675,168
2.8,20.9109382318048,21,173.246223789437,173,40.2886711264561,40,180,180,38.0366896868691,38,177.490492337125,177,29.4122564565661,29,169.923122896815,170
2.825,21.2985141103261,21,175.009272034033,175,38.643235727642,39,180,180,36.5532459373758,37,176.6218851205,177,30.0616532751012,30,171.579277841274,172
2.85,21.7748595892737,22,176.766581954343,177,36.9806008726982,37,180,180,35.0336963492189,35,175.719467622097,176,30.7811128520238,31,173.255931980183,173
2.875,22.3829435801758,22,178.519670349906,179,35.2881842293722,35,180,180,33.4683648895964,33,174.785372324212,175,31.534943419903,32,174.952961091596,175
2.9,23.1291588726798,23,180,180,33.554246192361,34,180,180,31.8445283049923,32,173.820655563802,174,32.2584792751229,32,176.670138526473,177
2.925,24.1712657544837,24,180,180,31.7820778443049,32,180,180,30.1662222973243,30,172.816560500891,173,32.9245311188831,33,178.396367522665,178
2.95,25.6025728674575,26,180,180,29.995315547323,30,180,180,28.4580475955741,28,171.757574672448,172,33.5908579468802,34,180,180
2.975,27.3017222395758,27,180,180,28.2777760275164,28,180,180,26.7746777443102,27,170.621951814777,171,34.4417281830032,34,180,180
3,29.1308846709751,29,180,180,26.6626269941941,27,179.147697651708,179,25.1376092433324,25,169.416685485293,169,35.5920263034803,36,180,180
3.025,31.0382371909815,31,180,180,25.2019129076894,25,177.553003064368,178,23.5402575414273,24,168.16725849631,168,37.0303097599359,37,180,180
3.05,32.9251461895976,33,180,180,23.9419946816195,24,175.788929935707,176,21.9819977820955,22,166.943933081752,167,38.7423438844474,39,180,180
3.075,32.0280669451415,32,180,180,22.6895225822484,23,174.704685642764,175,21.9038842319855,22,167.58931764766,168,40.4582730620566,40,180,180
3.1,30.9648785835644,31,180,180,22.5734635770846,23,176.056410593388,176,22.9958613117943,23,168.737402025043,169,40.6684880112106,41,180,180
3.125,30.0029072039708,30,180,180,23.2186627754571,23,177.466505120998,177,24.2475221453413,24,170.106199700245,170,39.5539335485101,40,180,180
3.15,29.0654006455618,29,180,180,24.278802996117,24,178.992955251833,179,25.3628813874039,25,171.266845862289,171,38.4523406685187,38,180,180
3.175,28.1361331856204,28,180,180,25.5892569185811,26,180,180,26.2994637772347,26,172.283665147869,172,37.455758033001,37,180,180
3.2,27.1934918015668,27,180,180,27.075702088268,27,180,180,27.1637567517684,27,173.270911513903,173,36.4263563750009,36,180,180
3.225,26.2282142828382,26,180,180,28.6993446313366,29,180,180,28.0367310409224,28,174.18374207537,174,35.3855973270819,35,179.899676654004,180
3.25,25.2581380155147,25,179.63237172298,180,30.4308667211086,30,180,180,28.9677106419791,29,174.949875995308,175,34.4085772961746,34,178.868135281915,179
3.275,24.3870798508711,24,178.614749148586,179,32.2411354946108,32,180,180,30.1814484435317,30,175.595816159472,176,33.7646805264799,34,177.49822395876,177
3.3,23.7218265903442,24,177.590355290657,178,34.1304308336551,34,180,180,31.8820811794344,32,176.327253132883,176,33.5871139637201,34,175.709344077392,176
3.325,22.8410614674826,23,176.580032742149,177,35.9703786400907,36,180,180,33.4069923060677,33,177.42183566016,177,32.9132239499617,33,174.428583402122,174
3.35,21.9984347321248,22,175.541358934561,176,37.8791217975956,38,180,180,34.9499122806696,35,177.920839267592,178,32.5145097915164,33,172.769065739836,173
3.375,21.2039305331606,21,174.562087757629,175,39.7612536449672,40,180,180,36.6249081730611,37,178.511103192825,179,32.3010224573769,32,170.981122395671,171
3.4,20.4943035933776,20,173.510221221016,174,41.6400776699826,42,180,180,38.3709831870492,38,179.002546004423,179,32.2096802788065,32,169.076961427152,169
3.425,19.8656296351228,20,172.41646664867,172,43.4096325677259,43,180,180,40.0947123222265,40,179.528255490083,180,32.200591707631,32,167.141280406953,167
3.45,19.3880408291681,19,171.155622886129,171,44.6689679046291,45,180,180,41.7443026063719,42,179.94177018531,180,32.3517583035212,32,165.59544876075,166
3.475,18.8773013847613,19,171.686215658818,172,43.2915767165512,43,180,180,41.6595475412856,42,178.483919802179,178,31.4711134861552,31,164.213625267762,164
3.5,18.7642650151777,19,173.228145233614,173,41.6156132219914,42,180,180,40.4042232005303,40,177.672128244549,178,30.346652523469,30,163.318414301823,163
3.525,19.0895619629105,19,174.790205023987,175,40.0372780544352,40,180,180,39.0913887491505,39,176.999386113062,177,29.9487019740478,30,164.612042979397,165
3.55,19.5265762124608,20,176.532974868523,177,38.4972459455016,38,180,180,37.7911468191086,38,176.275848615157,176,30.0529665580505,30,166.137675772376,166
3.575,20.0405486771632,20,178.292271622548,178,36.9362528815749,37,180,180,36.4737601608353,36,175.48436120552,175,30.3457092415531,30,167.678596929641,168
3.6,20.5540274029835,21,180,180,35.3315603425604,35,180,180,35.1093410199075,35,174.638840839319,175,30.6548131547938,31,169.258973351162,169
3.625,21.1071821080511,21,180,180,33.678873978529,34,180,180,33.6947676083506,34,173.740953397611,174,30.9668321937742,31,170.861637600761,171
3.65,21.7562196424643,22,180,180,31.976285761847,32,180,180,32.2257150930089,32,172.793963841753,173,31.2440478015995,31,172.487952940215,172
3.675,22.6976077848554,23,180,180,30.2316482190259,30,180,180,30.7080428469296,31,171.794894459584,172,31.4697674260474,31,174.12811531676,174
